handle,author_id,name,party,N_tweets,followers_count,following_count,tweet_count,created_at,congress,NG_score_mean,belief_share,truth_share,belief_share_2010_to_2013,truth_share_2010_to_2013,belief_share_2019_to_2022,truth_share_2019_to_2022,ideology_mean,followers_count_log,following_count_log
RepDanBishop,1176522535531360000,Rep. Dan Bishop,Republican,2485,15787.0,521.0,3076.0,2019-09-24 15:43:47+00:00,116.0,78.4525,0.0838852097130242,0.1626195732155997,,,0.0838852097130242,0.1626195732155997,0.5652987494035313,9.666942095531727,6.255750041753367
GrassleyWorks,118740781,Grassley Works,Republican,2441,7487.0,1707.0,3017.0,2010-03-01 16:23:49+00:00,115.0,87.96363636363637,0.0527687296416938,0.0807817589576547,,,0.0657193605683836,0.0852575488454707,0.7510700458449935,8.920923462230686,7.442492722794441
LisaForCongress,1187551973173797120,Lisa McClain for Congress,Republican,453,3685.0,100.0,481.0,2019-10-25 02:10:42+00:00,117.0,85.37037037037037,0.1160092807424593,0.1461716937354988,,,0.1160092807424593,0.1461716937354988,,8.212025804623437,4.605170185988092
Mfume4Congress,1191327658124165120,Kweisi Mfume,Democrat,328,3536.0,204.0,421.0,2019-11-04 12:13:50+00:00,117.0,94.6774193548387,0.068259385665529,0.1638225255972696,,,0.068259385665529,0.1638225255972696,0.3422882835599163,8.170751423757535,5.318119993844216
GoodForCongress,1191470062340846080,Bob Good for Congress,Republican,277,2967.0,82.0,363.0,2019-11-04 21:39:52+00:00,117.0,79.08333333333333,0.0754716981132075,0.1509433962264151,,,0.0754716981132075,0.1509433962264151,,7.995306620290822,4.406719247264253
CarolynBMaloney,119250381,Carolyn B. Maloney,Democrat,3533,33101.0,5746.0,8234.0,2010-03-03 02:55:17+00:00,116.0,93.18682310469316,0.0736019736842105,0.1418585526315789,,,0.0736019736842105,0.1418585526315789,0.2325716759002054,10.407318772389159,8.656259239539235
SenatorLoeffler,1200451909406121984,Senator Kelly Loeffler,Republican,1262,80194.0,109.0,1278.0,2019-11-29 16:30:25+00:00,116.0,80.42857142857143,0.0647887323943662,0.1718309859154929,,,0.0647887323943662,0.1718309859154929,0.9042939032919473,11.292203978088395,4.6913478822291435
laurenboebert,1201670995435646976,Lauren Boebert,Republican,3711,1404023.0,1211.0,6424.0,2019-12-03 01:14:36+00:00,117.0,70.63917525773196,0.1714386709084482,0.1855779427359491,,,0.1714386709084482,0.1855779427359491,,14.154852245200095,7.099201743553092
RonnyJacksonTX,1201953403099894016,Ronny Jackson,Republican,2900,310943.0,307.0,3286.0,2019-12-03 19:56:45+00:00,117.0,71.41737288135593,0.1247040252565114,0.1835043409629045,,,0.1247040252565114,0.1835043409629045,,12.647364894620821,5.726847747587197
DerekKilmer,120518554,Derek Kilmer,Democrat,1054,2407.0,279.0,1146.0,2010-03-06 17:44:32+00:00,116.0,94.88957055214723,0.0953367875647668,0.1088082901554404,0.0,0.0,0.0994764397905759,0.1151832460732984,0.4007932845948475,7.786136437783072,5.631211781821365
Victoria_Spartz,1205364420,Victoria Spartz,Republican,384,9472.0,113.0,419.0,2013-02-21 16:28:01+00:00,117.0,91.0,0.0604395604395604,0.1098901098901098,,,0.0604395604395604,0.1098901098901098,,9.156095357123787,4.727387818712341
repmarkpocan,1206227149,Rep. Mark Pocan,Democrat,3506,113253.0,6140.0,11798.0,2013-02-21 22:59:04+00:00,117.0,94.21428571428572,0.0865026099925428,0.1715137956748695,,,0.0865026099925428,0.1715137956748695,0.1674667451192236,11.63737953306065,8.722580021141189
StricklandforWA,1206654366758785024,Marilyn Strickland,Democrat,607,5021.0,854.0,626.0,2019-12-16 19:16:43+00:00,117.0,95.83333333333331,0.0969827586206896,0.1573275862068965,,,0.0969827586206896,0.1573275862068965,,8.521384396034705,6.74993119378857
CawthornforNC,1207874097251639040,Madison Cawthorn,Republican,2302,502750.0,268.0,2574.0,2019-12-20 04:03:30+00:00,117.0,72.87264150943396,0.1200596569724086,0.1401938851603281,,,0.1200596569724086,0.1401938851603281,,13.127848307634899,5.5909869805108565
SteveScalise,1209417007,Steve Scalise,Republican,3420,502677.0,1286.0,14146.0,2013-02-22 18:10:47+00:00,117.0,81.95217391304348,0.0767326732673267,0.283003300330033,,,0.0767326732673267,0.283003300330033,0.6428198644247718,13.127703095699813,7.1592919047975645
Kat_Cammack,1214912699311836928,Kat Cammack,Republican,1620,31996.0,680.0,1838.0,2020-01-08 14:12:31+00:00,117.0,71.78448275862068,0.1201413427561837,0.1484098939929328,,,0.1201413427561837,0.1484098939929328,,10.373366173968712,6.522092798170152
ReverendWarnock,1221242033530195968,Reverend Raphael Warnock,Democrat,2823,1041521.0,913.0,3149.0,2020-01-26 01:24:46+00:00,117.0,94.64562118126273,0.0755119453924914,0.1301194539249146,,,0.0755119453924914,0.1301194539249146,,13.856192702706005,6.816735880594968
WydenForOregon,122124607,Wyden for Oregon,Democrat,184,3658.0,2309.0,334.0,2010-03-11 17:33:48+00:00,116.0,95.35714285714286,0.0522388059701492,0.126865671641791,0.0,0.1176470588235294,0.0684931506849315,0.1917808219178082,0.2005103342638583,8.204671828950811,7.744569809354496
repdinatitus,122174004,Dina Titus,Democrat,3642,42710.0,1921.0,16248.0,2010-03-11 21:05:31+00:00,117.0,92.32142857142856,0.0561315695387915,0.181980693600286,,,0.0561315695387915,0.181980693600286,0.2899592746346746,10.662188363835511,7.560601162768557
RepCardenas,1222257180,Rep. Tony Cárdenas,Democrat,3371,26712.0,3156.0,10369.0,2013-02-26 16:12:35+00:00,117.0,95.44011406844106,0.0823737821080602,0.1753764393268379,,,0.0789074355083459,0.1745068285280728,0.2746210199757828,10.19286818162349,8.057060681965766
Harris4Congress,122713203,Andy Harris,Republican,62,1167.0,48.0,65.0,2010-03-13 16:46:35+00:00,116.0,97.70833333333331,0.1153846153846153,0.1153846153846153,0.1578947368421052,0.1052631578947368,,,0.8179092372157536,7.062191632286556,3.871201010907891
DHarshbargerTN1,1237911282440983040,Diana Harshbarger,Republican,540,10132.0,660.0,568.0,2020-03-12 01:20:53+00:00,117.0,73.11538461538461,0.112781954887218,0.1240601503759398,,,0.112781954887218,0.1240601503759398,,9.223454011121566,6.492239835020471
RogerMarshallMD,1240107944,Dr. Roger Marshall,Republican,3733,38299.0,1124.0,7114.0,2013-03-03 23:50:35+00:00,117.0,84.66509433962264,0.0768514205868654,0.1704704238472286,,,0.0768514205868654,0.1704704238472286,0.8616506288978769,10.5531790651673,7.024649030453636
RepFredUpton,124224165,Rep. Fred Upton,Republican,3325,37390.0,2038.0,8618.0,2010-03-18 17:34:35+00:00,117.0,92.13051470588236,0.0966025378632828,0.1960704052394596,,,0.1081857348013403,0.215414073719483,0.5951081364041457,10.529158567971159,7.61972421378267
RepBrownley,1243902714,Congresswoman Julia Brownley,Democrat,3520,21937.0,1059.0,8024.0,2013-03-05 14:51:28+00:00,117.0,95.45138888888889,0.0399711919337414,0.1357580122434281,,,0.0399711919337414,0.1357580122434281,0.2903104652402374,9.995929987925688,6.9650803456014065
RitchieTorres,1247612029,Ritchie Torres,Democrat,3388,85992.0,4606.0,8770.0,2013-03-07 00:58:26+00:00,117.0,92.08712121212122,0.0746187363834422,0.1508714596949891,,,0.0746187363834422,0.1508714596949891,0.3023385244929865,11.3620095476529,8.43511508038063
ScottFranklinFL,1247958910025203968,Scott Franklin,Republican,151,1154.0,100.0,160.0,2020-04-08 18:51:47+00:00,117.0,77.54761904761905,0.1157024793388429,0.1157024793388429,,,0.1157024793388429,0.1157024793388429,,7.050989447068045,4.605170185988092
ElectConnolly,125706625,Gerry Connolly,Democrat,1520,3756.0,591.0,1781.0,2010-03-23 16:15:45+00:00,116.0,94.71428571428572,0.0512048192771084,0.1064257028112449,0.039426523297491,0.053763440860215,0.070754716981132,0.1650943396226415,0.3055384487017744,8.231109840328154,6.3818160174060985
chiproytx,1257667158,Chip Roy,Republican,5023,118293.0,852.0,48384.0,2013-03-10 18:36:29+00:00,116.0,83.16847826086956,0.1157708210277613,0.1718842291789722,,,0.1157708210277613,0.1718842291789722,0.6331673842068132,11.680919876618137,6.747586526829315
RepJuanVargas,1260172386,Rep. Juan Vargas,Democrat,3209,27928.0,481.0,3583.0,2013-03-11 19:04:01+00:00,117.0,94.80861244019138,0.0353413654618473,0.1048192771084337,0.040650406504065,0.08130081300813,0.0506721820062047,0.1509824198552223,0.2811071208504738,10.237385048784873,6.175867270105761
Abby4Iowa,1262017122,Abby Finkenauer,Democrat,3363,58426.0,659.0,4691.0,2013-03-12 13:51:32+00:00,116.0,93.22517730496452,0.1353762606671838,0.1408068269976726,,,0.150453172205438,0.1577039274924471,0.4282567297159181,10.975516275221215,6.490723534502507
SenBrianSchatz,1262099252,Senator Brian Schatz,Democrat,2214,56672.0,1295.0,2299.0,2013-03-12 14:23:20+00:00,117.0,95.32904411764706,0.057212416311625,0.1265976871576384,0.0350877192982456,0.087719298245614,0.0810344827586206,0.1793103448275862,0.1685151666546798,10.94503554058256,7.166265974133638
pallonefornj,1265423480,"Frank Pallone, Jr.",Democrat,2192,3827.0,1750.0,2276.0,2013-03-13 20:49:49+00:00,116.0,95.78349282296652,0.0629629629629629,0.0941798941798941,0.0174418604651162,0.0523255813953488,0.1122994652406417,0.1163101604278075,0.2642858558603069,8.249836485425702,7.4673710669175595
PeteOlson,12726012,Pete Olson,Republican,1960,11646.0,2843.0,2162.0,2008-01-26 18:38:31+00:00,116.0,86.97843137254903,0.057910447761194,0.1056716417910447,0.0677966101694915,0.096045197740113,0.0705521472392638,0.1656441717791411,0.8889512264003745,9.362718052397065,7.952615111651
DavidRouzer,127941167,David Rouzer,Republican,1421,2954.0,1344.0,1494.0,2010-03-30 17:36:09+00:00,116.0,89.48478260869565,0.0434782608695652,0.1137835337650323,0.0326086956521739,0.067391304347826,0.0689655172413793,0.2068965517241379,0.8751908237249871,7.9909154630913255,7.203405521083095
SchatzforHawaii,1284467173,Team Schatz,Democrat,216,1179.0,1682.0,222.0,2013-03-20 22:41:07+00:00,115.0,93.38235294117646,0.0212765957446808,0.0567375886524822,0.0,0.0612244897959183,0.0,0.0,0.1685151666546798,7.072421900537371,7.427738840532894
McGovernMA,128664931,Jim McGovern,Democrat,2104,8206.0,601.0,2740.0,2010-04-01 20:37:40+00:00,116.0,94.85714285714286,0.0603378921962992,0.1110217216411906,0.0658682634730539,0.0838323353293413,0.0863453815261044,0.1485943775100401,0.1185885932561665,9.012620873002131,6.398594934535208
SenRandPaul,1298624375692893952,Senator Rand Paul,Republican,458,22233.0,85.0,663.0,2020-08-26 14:12:42+00:00,114.0,78.48507462686567,0.1,0.2166666666666666,,,0.1,0.2166666666666666,0.7371304815378728,10.009332950619468,4.442651256490317
JodyHice,130003817,Jody Hice,Republican,948,10175.0,2088.0,1069.0,2010-04-06 01:34:45+00:00,116.0,79.35314685314685,0.1127129750982962,0.145478374836173,0.1136363636363636,0.106060606060606,0.1483679525222551,0.2195845697329377,0.8800887863025024,9.227689010310796,7.643961949002529
MorganGriffith,130714799,Morgan Griffith,Republican,1151,2484.0,105.0,1334.0,2010-04-08 02:52:42+00:00,116.0,85.72340425531915,0.0417391304347826,0.0469565217391304,0.0119047619047619,0.0416666666666666,0.0588235294117647,0.088235294117647,0.6961118453162757,7.81762544305337,4.653960350157523
TeamCMR,130733698,Cathy McMorris Rodgers,Republican,1197,2881.0,1029.0,1343.0,2010-04-08 04:15:54+00:00,116.0,90.81434599156118,0.0637087599544937,0.1137656427758816,0.0151515151515151,0.0151515151515151,0.0899470899470899,0.1481481481481481,0.6883415427409123,7.9658927350845286,6.9363427358340495
RepLynch,130901013,Stephen F. Lynch,Democrat,582,4741.0,256.0,629.0,2010-04-08 17:34:25+00:00,116.0,95.83333333333331,0.0350467289719626,0.0514018691588785,0.0361757105943152,0.0387596899224806,0.0769230769230769,0.2307692307692307,0.2981908231531768,8.464003362902119,5.545177444479562
SenRickScott,131546062,Rick Scott,Republican,3354,389748.0,1520.0,21861.0,2010-04-10 16:03:04+00:00,116.0,86.61026615969581,0.0887468938587149,0.1469648562300319,,,0.0887468938587149,0.1469648562300319,0.8649761630808779,12.87325565541231,7.326465613840322
SenatorHick,1318728336923787008,Senator John Hickenlooper,Democrat,1087,30871.0,398.0,1400.0,2020-10-21 01:38:38+00:00,117.0,96.25984251968504,0.0719738276990185,0.109051254089422,,,0.0719738276990185,0.109051254089422,,10.337572510881479,5.986452005284438
JohnCornyn,13218102,Senator John Cornyn,Republican,4421,344248.0,12715.0,51772.0,2008-02-07 19:52:55+00:00,117.0,95.34675324675324,0.0795024337479718,0.16170903190914,,,0.0795024337479718,0.16170903190914,0.9046701968398336,12.749117606842725,9.45053767785622
SenatorBarb,132278386,Barbara Mikulski,Democrat,3197,51582.0,241.0,4644.0,2010-04-12 20:06:38+00:00,114.0,93.65196078431372,0.0369206598586017,0.1040848389630793,0.040748898678414,0.1266519823788546,,,0.1474161075934581,10.8509280534025,5.484796933490655
SenMarkKelly,1324926274888888064,Senator Mark Kelly,Democrat,969,123663.0,1.0,1272.0,2020-11-07 04:12:32+00:00,117.0,96.41772151898734,0.0877817319098457,0.129300118623962,,,0.0877817319098457,0.129300118623962,0.4887118845420332,11.725315402886217,0.0
AdamSchiff,133028836,Adam Schiff,Democrat,2147,618522.0,808.0,2208.0,2010-04-14 20:51:27+00:00,116.0,94.07303370786516,0.1300992282249173,0.2436604189636163,,,0.1510474090407938,0.3031973539140022,0.2440046639666105,13.335088040109328,6.694562058521095
RepBlakeMoore,1337452596093586944,Rep. Blake Moore,Republican,768,6635.0,384.0,972.0,2020-12-11 17:42:41+00:00,117.0,93.3936170212766,0.0787401574803149,0.2106299212598425,,,0.0787401574803149,0.2106299212598425,0.1301142269715598,8.800113946766308,5.950642552587727
RepBarryMoore,1339006078688825088,Rep. Barry Moore,Republican,1447,5534.0,645.0,1700.0,2020-12-16 00:35:16+00:00,117.0,84.24242424242425,0.0634037819799777,0.1690767519466073,,,0.0634037819799777,0.1690767519466073,0.1301142269715598,8.618666160346871,6.4692503167957724
RepRobinKelly,1339931490,Robin Kelly,Democrat,3393,34315.0,11241.0,6554.0,2013-04-09 19:02:01+00:00,117.0,93.15497076023392,0.0608817354793561,0.1794961511546536,,,0.05810546875,0.18701171875,0.2725829263341564,10.443337855342735,9.327323087461798
RepAshleyHinson,1340783304304410880,Ashley Hinson,Republican,1768,15040.0,618.0,2143.0,2020-12-20 22:17:12+00:00,117.0,87.89030612244898,0.0502978160158835,0.1250827266710787,,,0.0502978160158835,0.1250827266710787,,9.618468597503831,6.42648845745769
RepJerryCarl,1341091420439014912,Rep. Jerry Carl,Republican,690,4635.0,722.0,815.0,2020-12-21 18:41:55+00:00,117.0,80.11764705882354,0.0729613733905579,0.1094420600858369,,,0.0729613733905579,0.1094420600858369,,8.441391477999955,6.582025138892826
RepMarieNewman,1343578440977494016,Congresswoman Marie Newman,Democrat,2069,53299.0,350.0,2445.0,2020-12-28 15:24:22+00:00,117.0,95.54112554112554,0.0528255528255528,0.1541769041769042,,,0.0528255528255528,0.1541769041769042,,10.883672848251853,5.857933154483459
RepBourdeaux,1343620645452594944,Rep. Carolyn Bourdeaux,Democrat,1742,7448.0,121.0,2059.0,2020-12-28 18:11:43+00:00,117.0,96.82432432432432,0.0670006261740764,0.1671884783969943,,,0.0670006261740764,0.1671884783969943,,8.915700818956903,4.795790545596741
RepMaryMiller,1343656635907124992,Congresswoman Mary Miller,Republican,1323,38652.0,789.0,1513.0,2020-12-28 20:35:13+00:00,117.0,79.62658227848101,0.0903426791277258,0.1199376947040498,,,0.0903426791277258,0.1199376947040498,,10.5623537991192,6.670766320845874
RepCarlos,1343679195034104064,Rep. Carlos A. Gimenez,Republican,1124,12863.0,247.0,1413.0,2020-12-28 22:04:32+00:00,117.0,86.29032258064517,0.1028632025450689,0.1919406150583245,,,0.1028632025450689,0.1919406150583245,,9.462110252078716,5.5093883366279774
RepBentz,1345788865911655936,Congressman Cliff Bentz,Republican,287,4688.0,357.0,383.0,2021-01-03 17:47:44+00:00,117.0,92.5,0.0580357142857142,0.1026785714285714,,,0.0580357142857142,0.1026785714285714,,8.452761331256848,5.877735781779639
RepMMM,1345807954604412928,"Rep. Mariannette Miller-Meeks, M.D.",Republican,2266,11638.0,302.0,2740.0,2021-01-03 19:03:30+00:00,117.0,90.05853658536586,0.053125,0.12,,,0.053125,0.12,,9.362030885216615,5.71042701737487
RepMrvan,1346205046036378112,Rep. Frank J. Mrvan,Democrat,313,4125.0,439.0,374.0,2021-01-04 21:21:40+00:00,117.0,87.60144927536231,0.0489795918367346,0.1755102040816326,,,0.0489795918367346,0.1755102040816326,,8.324821298768782,6.0844994130751715
RepTimRyan,13491312,Congressman Tim Ryan,Democrat,3456,149485.0,2649.0,10723.0,2008-02-14 21:57:32+00:00,117.0,93.14210199004977,0.0983949755757152,0.1294487090020935,,,0.0983949755757152,0.1294487090020935,0.3345568323542984,11.91495133233088,7.88193748927207
standwithraul,135623073,Rep. Raúl Grijalva,Democrat,2359,3819.0,447.0,2393.0,2010-04-21 20:52:45+00:00,116.0,93.84499461786868,0.0680393912264995,0.144136078782453,0.1076923076923077,0.0461538461538461,0.0625,0.1875,0.0413253918084344,8.247743887225516,6.102558594613569
WebsterCongress,136526394,Daniel Webster,Republican,342,2275.0,472.0,884.0,2010-04-24 05:33:40+00:00,116.0,93.23076923076924,0.0406779661016949,0.0949152542372881,0.0432692307692307,0.1153846153846153,0.0,0.0833333333333333,0.7000209525264198,7.729735331385051,6.156978985585555
MattForMontana,1376252790,Matt Rosendale,Republican,1693,11387.0,771.0,1732.0,2013-04-24 05:42:15+00:00,117.0,86.70098039215686,0.0799438990182328,0.1122019635343618,0.0,0.0857142857142857,0.0889929742388758,0.1662763466042154,,9.340227632810604,6.647688373563329
RepTedDeutch,137794015,Rep. Ted Deutch,Democrat,3380,74518.0,2933.0,12571.0,2010-04-27 19:51:54+00:00,117.0,95.45331695331696,0.0728175424079437,0.1890773686388084,,,0.0728175424079437,0.1890773686388084,0.2992615341020292,11.218795985922732,7.983781068977451
AOC,138203134,Alexandria Ocasio-Cortez,Democrat,3359,13058536.0,3747.0,13833.0,2010-04-28 22:38:40+00:00,116.0,91.8627450980392,0.1739638061879743,0.2498540572095738,,,0.1739638061879743,0.2498540572095738,0.0911693753396442,16.38495257751992,8.228710798793687
joniernst,1383059977,Joni Ernst,Republican,3329,56890.0,124.0,3848.0,2013-04-26 22:53:06+00:00,116.0,83.91099476439791,0.113573407202216,0.1254451919271864,,,0.1304347826086956,0.1378579003181336,0.8807082173016338,10.948874857744693,4.820281565605037
TeamCalvert,138553197,Ken Calvert,Republican,372,1014.0,209.0,533.0,2010-04-29 21:56:33+00:00,116.0,92.93283582089552,0.0675105485232067,0.1434599156118143,0.0649350649350649,0.1038961038961039,0.0707070707070707,0.202020202020202,0.7099653046849415,6.921658184151129,5.342334251964811
rosadelauro,140519774,Rosa DeLauro,Democrat,3498,54252.0,3409.0,9599.0,2010-05-05 18:11:32+00:00,117.0,95.2770083102493,0.0471453287197231,0.1686851211072664,,,0.0465243568691844,0.1773399014778325,0.2240257494062191,10.901395137082606,8.134174272137903
DustyJohnson,140529899,Dusty Johnson for Congress,Republican,1092,4173.0,287.0,1172.0,2010-05-05 18:45:58+00:00,116.0,86.32894736842105,0.0934718100890207,0.086053412462908,0.0682414698162729,0.0708661417322834,0.1477272727272727,0.1136363636363636,0.264851830497238,8.336390480591552,5.659482215759621
PeterWelch,1410590874,Rep. Peter Welch,Democrat,3244,38231.0,2029.0,3407.0,2013-05-07 16:10:47+00:00,117.0,96.92763157894736,0.0496215306980656,0.1295206055508831,0.0610328638497652,0.107981220657277,0.0588235294117647,0.1582887700534759,0.3191779544329047,10.551401983816316,7.615298339825815
JeanneShaheen,14125897,Jeanne Shaheen,Democrat,2457,22130.0,537.0,2596.0,2008-03-11 17:48:18+00:00,116.0,96.06574394463668,0.0647792706333973,0.1113243761996161,0.0666666666666666,0.1333333333333333,0.11001100110011,0.1342134213421342,0.2734207731694112,10.004689433045096,6.285998094508865
tomudall,14140370,Tom Udall,Democrat,610,6741.0,849.0,702.0,2008-03-13 16:08:46+00:00,115.0,90.28125,0.0364298724954462,0.1056466302367941,0.0213903743315508,0.0909090909090909,0.1333333333333333,0.1,0.2802745624101465,8.815963560853438,6.744059186311348
RonJohnsonWI,142332083,Ron Johnson,Republican,3382,34425.0,3953.0,6849.0,2010-05-10 16:05:01+00:00,116.0,82.29,0.0554904259476357,0.091832747166862,,,0.0781893004115226,0.1687242798353909,0.8188002067412807,10.446538323596856,8.282230063296685
CedricRichmond,142419647,Cedric Richmond,Democrat,2317,22357.0,1391.0,2637.0,2010-05-10 21:02:57+00:00,116.0,90.45333333333332,0.06282722513089,0.0872600349040139,0.0838323353293413,0.0958083832335329,0.0434782608695652,0.0826086956521739,0.3227324451660912,10.014894750110258,7.237778191923443
USRepLong,1444015610,U.S. Rep. Billy Long,Republican,3455,28595.0,4166.0,12613.0,2013-05-20 15:02:21+00:00,117.0,87.33467741935483,0.0923450789793438,0.1640340218712029,,,0.0923450789793438,0.1640340218712029,0.8105870583824266,10.260987156349417,8.334711621820917
GaryPeters,145292853,Gary Peters,Democrat,3053,41681.0,797.0,3155.0,2010-05-18 16:10:02+00:00,116.0,94.11373873873872,0.0884226301985762,0.1311352566504308,0.037117903930131,0.0873362445414847,0.1253196930946291,0.1739130434782608,0.3710077056639799,10.637800668461894,6.680854678790215
jackiewalorski,14562874,Jackie Walorski,Republican,2614,4811.0,979.0,3360.0,2008-04-27 23:31:05+00:00,116.0,85.107,0.0475400773908236,0.1006080707573244,0.0434782608695652,0.0304347826086956,0.0556660039761431,0.1530815109343936,0.773612092397249,8.478660241699453,6.88653164253051
MikeLevin,14573926,Mike Levin,Democrat,3391,109118.0,14132.0,11855.0,2008-04-28 19:30:07+00:00,116.0,95.46336633663368,0.086646884272997,0.1899109792284866,,,0.086646884272997,0.1899109792284866,0.2768270987063493,11.600185144463573,9.556197008479035
TimWalberg,146099856,Walberg for Congress,Republican,1225,1603.0,754.0,1311.0,2010-05-20 16:00:49+00:00,116.0,85.92424242424242,0.064420218037661,0.0862239841427155,0.0598290598290598,0.2564102564102564,0.0718954248366013,0.0718954248366013,0.8014743347537312,7.3796321526095525,6.625392368007956
BenSasse,1480852568,Ben Sasse,Republican,2934,290835.0,954.0,8803.0,2013-06-03 23:18:20+00:00,116.0,92.92487046632124,0.1579399141630901,0.1553648068669527,,,0.1182795698924731,0.086021505376344,0.7613665894325562,12.580511375033215,6.860663671448287
Jim_Banks,14836282,Jim Banks,Republican,3135,25293.0,2626.0,9748.0,2008-05-19 18:42:34+00:00,117.0,91.14965397923876,0.076423936553713,0.1131939437635183,0.0743801652892562,0.0702479338842975,0.0947368421052631,0.1263157894736842,0.855789534859714,10.138282956590785,7.873217054862741
GrahamBlog,14845376,Lindsey Graham,Republican,3168,108001.0,1932.0,4226.0,2008-05-20 13:57:21+00:00,116.0,85.49816176470588,0.0592473979183346,0.1096877502001601,0.0507060333761232,0.1091142490372272,,,0.7165446498460334,11.58989576532275,7.566311014772463
MooneyforWV,1491350114,Alex Mooney,Republican,968,2744.0,167.0,1075.0,2013-06-07 21:33:53+00:00,116.0,90.1086956521739,0.0464767616191904,0.0989505247376311,0.1075268817204301,0.0967741935483871,0.0116279069767441,0.1744186046511628,0.8463291990443831,7.917171988845776,5.117993812416755
chelliepingree,14984637,Congresswoman Chellie Pingree,Democrat,3473,33355.0,1328.0,7756.0,2008-06-02 20:29:56+00:00,117.0,97.40864332603938,0.062522077004592,0.1533027198869657,,,0.0631067961165048,0.1538461538461538,0.2620474688116609,10.414962965143616,7.191429330036379
ChrisMurphyCT,150078976,Chris Murphy,Democrat,3759,1110091.0,249.0,27494.0,2010-05-31 01:22:43+00:00,117.0,95.39642857142856,0.1595555555555555,0.1768888888888889,,,0.1595555555555555,0.1768888888888889,0.1707794125991002,13.91995255191016,5.517452896464707
LisaForSenate,151247615,Lisa Murkowski,Republican,518,7081.0,472.0,1056.0,2010-06-02 23:58:26+00:00,116.0,94.16666666666669,0.0495495495495495,0.0833333333333333,0.0789473684210526,0.131578947368421,0.0,0.0,0.567334184183044,8.865170419651774,6.156978985585555
RepBeatty,1531521632,Joyce Beatty,Democrat,3409,79141.0,2420.0,13415.0,2013-06-19 17:47:09+00:00,117.0,93.2384370015949,0.0823786142935079,0.1249318057828696,,,0.0823786142935079,0.1249318057828696,0.3087458449365016,11.278986350694813,7.791522819150732
ChrisCoons,15324851,Senator Chris Coons,Democrat,3430,219668.0,4223.0,16649.0,2008-07-05 11:17:54+00:00,116.0,95.85889570552148,0.0635462931329005,0.162282200204988,,,0.0635462931329005,0.162282200204988,0.3224242273520029,12.299872594600846,8.348301054933943
RepMarciaFudge,153486399,Former Rep. Marcia L. Fudge,Democrat,3145,52202.0,6030.0,7492.0,2010-06-08 17:54:06+00:00,116.0,94.73118279569891,0.0540111199364575,0.1560762509928514,,,0.0510907003444316,0.1641791044776119,0.2559137308407948,10.862876087313007,8.704502289721232
UptonForAllOfUs,153507902,Fred Upton,Republican,1390,2959.0,884.0,1424.0,2010-06-08 19:01:16+00:00,116.0,88.40993788819875,0.0772686433063791,0.0979335130278526,0.0141843971631205,0.0638297872340425,0.0808510638297872,0.1914893617021276,0.5951081364041457,7.99260665240021,6.784457062637643
RobWittman,15356407,Rep. Rob Wittman,Republican,3288,30303.0,6573.0,7524.0,2008-07-08 18:25:49+00:00,117.0,88.77571428571429,0.0692456479690522,0.1667311411992263,,,0.0733122362869198,0.1962025316455696,0.7753709098411445,10.319001996497294,8.790725628263576
PaulTonko,153865861,Paul D. Tonko,Democrat,3358,3133.0,756.0,6716.0,2010-06-09 19:04:08+00:00,116.0,95.00639386189258,0.0669106116048092,0.1949817041296393,,,0.0669106116048092,0.1949817041296393,0.2492983594217825,8.049746290952191,6.628041376179533
RepLloydDoggett,153944899,Lloyd Doggett,Democrat,3779,42905.0,1220.0,15794.0,2010-06-09 23:53:50+00:00,117.0,96.86616954474096,0.056732223903177,0.142965204236006,,,0.056732223903177,0.142965204236006,0.3143373737998462,10.666743648241221,7.106606137727303
boblatta,15394954,U.S. Rep. Bob Latta,Republican,3490,38269.0,3030.0,9264.0,2008-07-11 18:33:24+00:00,117.0,92.20320855614972,0.0450928381962864,0.1318681318681318,,,0.0491606714628297,0.1516786570743405,0.8181052734609008,10.552395447950312,8.016317898503415
JoeNeguse,1542372750,Joe Neguse,Democrat,2347,87351.0,1238.0,2476.0,2013-06-24 03:30:41+00:00,116.0,95.96320346320348,0.085548172757475,0.1245847176079734,0.0,0.1428571428571428,0.0977198697068403,0.1530944625407166,0.2895481464104061,11.377689763693581,7.121252453244542
kevinomccarthy,15428227,Kevin McCarthy,Republican,923,69889.0,293.0,1546.0,2008-07-14 15:59:49+00:00,116.0,87.1590909090909,0.0385674931129476,0.1349862258953168,0.0222222222222222,0.0296296296296296,0.0676691729323308,0.0827067669172932,0.4905136231446496,11.154663548170214,5.680172609017068
SenatorBoxer,15442036,Sen. Barbara Boxer,Democrat,2202,109397.0,154.0,2229.0,2008-07-15 16:02:13+00:00,114.0,94.01470588235294,0.026981450252951,0.0910623946037099,0.0120845921450151,0.0906344410876132,,,0.0619188401926044,11.602738746290546,5.0369526024136295
JohnLarsonCT,155585373,John Larson,Democrat,2791,3594.0,663.0,2970.0,2010-06-14 14:58:25+00:00,116.0,93.14755639097744,0.0646551724137931,0.1254310344827586,0.0504201680672268,0.1008403361344537,0.0738317757009345,0.1411214953271028,0.3582053588134226,8.187021067343505,6.4967749901858625
