party,mean,perc_2.5,perc_97.5,date
Independent,0.2133686879220901,0.1658031088082901,0.2746113989637305,2021-07-01
Libertarian,0.2924362425104687,0.1698113207547169,0.4523809523809524,2021-07-01
Republican,0.1669725635896032,0.1621408376619107,0.1708264734935791,2021-07-01
Democrat,0.1468681345866954,0.1430267344128401,0.1521243227830054,2021-08-01
Fake,0.0,0.0,0.0,2021-08-01
Independent,0.1937551458987469,0.1288343558282208,0.2685714285714285,2021-08-01
Libertarian,0.0798963475371029,0.0,0.1851851851851851,2021-08-01
Republican,0.1464090944295483,0.1407439233979867,0.1513582653185528,2021-08-01
Democrat,0.1414989621057939,0.1373074926457864,0.1460288494960027,2021-09-01
Independent,0.163421498753762,0.1142857142857142,0.2158590308370044,2021-09-01
Libertarian,0.210215725321667,0.0638297872340425,0.3488372093023256,2021-09-01
Republican,0.1577907731597396,0.1527078281415159,0.163383403102684,2021-09-01
Democrat,0.1559838772030584,0.1517675281763454,0.1600164541341012,2021-10-01
Fake,0.0,0.0,0.0,2021-10-01
Independent,0.1634825483046189,0.1121495327102803,0.2009132420091324,2021-10-01
Libertarian,0.2415478148038814,0.1492537313432835,0.3424657534246575,2021-10-01
Republican,0.1590311006184515,0.1521104843415678,0.1653265346146303,2021-10-01
Democrat,0.1391558134732376,0.1342366131336305,0.1449019944979367,2021-11-01
Independent,0.1116967589800728,0.068,0.1497797356828193,2021-11-01
Libertarian,0.2128072990924668,0.08,0.3793103448275862,2021-11-01
Republican,0.1533275074861803,0.1484641638225255,0.1598972044628306,2021-11-01
Democrat,0.1634060937557256,0.1579425571652112,0.1688746764123648,2021-12-01
Independent,0.1871851690838497,0.131578947368421,0.2297872340425532,2021-12-01
Libertarian,0.1436644749833348,0.037037037037037,0.2666666666666666,2021-12-01
Republican,0.1439640073105231,0.1371920219006648,0.1499922684397711,2021-12-01
Democrat,0.1827941235145002,0.1781563304054653,0.1887905604719764,2022-01-01
Independent,0.1580230310848577,0.1187214611872146,0.2022471910112359,2022-01-01
Libertarian,0.1946627954155107,0.0921052631578947,0.2835820895522388,2022-01-01
Republican,0.161798835969034,0.1556420233463035,0.1677949709864603,2022-01-01
Democrat,0.1550719832291649,0.150469786293294,0.1598630010182356,2022-02-01
Independent,0.1707922744065203,0.1166666666666666,0.2256410256410256,2022-02-01
Libertarian,0.2666864179226533,0.1830985915492957,0.3428571428571428,2022-02-01
Republican,0.1476516951099039,0.1429313254576139,0.152387872382588,2022-02-01
Democrat,0.1418836992056643,0.1362391770887293,0.1477264379637111,2022-03-01
Independent,0.1299652554298202,0.0666666666666666,0.2361111111111111,2022-03-01
Libertarian,0.1958758829694965,0.1071428571428571,0.3,2022-03-01
Republican,0.1356241774210695,0.1287773625200213,0.1416231204009811,2022-03-01
