party,mean,perc_2.5,perc_97.5,date
Republican,0.04588787352731421,0.0410519563822963,0.0524129114733141,2014-05-01
Democrat,0.04204293146845491,0.031534263189812,0.0532110091743119,2014-06-01
Republican,0.04728373289855575,0.0390260173448966,0.0553148950349883,2014-06-01
Democrat,0.04325930306574881,0.0342857142857142,0.0529715762273901,2014-07-01
Republican,0.048589215965802894,0.0430622009569378,0.0564320388349514,2014-07-01
Democrat,0.034303914243191666,0.0246666666666666,0.0442591404746632,2014-08-01
Republican,0.03821782367629303,0.0316011235955056,0.0457284650833037,2014-08-01
Democrat,0.04282789779994724,0.0348360655737704,0.0524987380111055,2014-09-01
Republican,0.04321770271410147,0.0364941669159437,0.051408655242521,2014-09-01
Democrat,0.05195724956546087,0.0449617346938775,0.0589905362776025,2014-10-01
Republican,0.04570601186493507,0.0406639004149377,0.0511802799247963,2014-10-01
Democrat,0.04864626839553586,0.0378567268491555,0.0580333154218162,2014-11-01
Republican,0.05123087924412179,0.0408888888888888,0.0610452349582784,2014-11-01
Democrat,0.0352847714617024,0.0234070221066319,0.0465717981888745,2014-12-01
Republican,0.04872093198860299,0.038647342995169,0.0612972202423378,2014-12-01
Democrat,0.04361733154099397,0.0326906957250628,0.0549717057396928,2015-01-01
Republican,0.04640192182289006,0.036883356385431,0.0546654099905749,2015-01-01
Democrat,0.0435982968005991,0.032232070910556,0.0543900543900543,2015-02-01
Republican,0.040633020615764626,0.0335195530726257,0.0499537465309898,2015-02-01
Democrat,0.02783260845449595,0.0187667560321715,0.0364400840925017,2015-03-01
Republican,0.037792477314166545,0.0316957210776545,0.0449569976544175,2015-03-01
Democrat,0.03542173670141356,0.0244100895036615,0.0448569218870843,2015-04-01
Republican,0.06081542061889488,0.0529166666666666,0.0702769739561802,2015-04-01
Democrat,0.024569145201740358,0.0177462289263531,0.0333625987708516,2015-05-01
Republican,0.04026163847092171,0.0333827893175074,0.0472924187725631,2015-05-01
Democrat,0.04308217034415937,0.0341945288753799,0.0526315789473684,2015-06-01
Republican,0.037606818185297895,0.0300942712110224,0.0441868888084027,2015-06-01
Democrat,0.03695858857310814,0.0294334069168506,0.0477590007347538,2015-07-01
Republican,0.04787395379217524,0.0414673046251993,0.0541371885573669,2015-07-01
Democrat,0.026384409577224672,0.015639374425023,0.0351351351351351,2015-08-01
Republican,0.04587177173933552,0.0381589299763965,0.0539887187751813,2015-08-01
Democrat,0.034850185012136055,0.0279627163781624,0.0425249169435216,2015-09-01
Republican,0.050472549313290115,0.0426887543803759,0.0607787274453941,2015-09-01
Democrat,0.041159799955016015,0.0303225806451612,0.051398828887443,2015-10-01
Republican,0.045856769414857855,0.0401298318087931,0.0521816037735849,2015-10-01
Democrat,0.038207820379557646,0.027961736571008,0.0510732790525536,2015-11-01
Republican,0.0440795145651709,0.0371825876662636,0.0512820512820512,2015-11-01
Democrat,0.030467129283424682,0.0217983651226158,0.0395948434622467,2015-12-01
Republican,0.037254815995517915,0.0303928836174944,0.0442379182156133,2015-12-01
Democrat,0.032041542219029405,0.0238627889634601,0.0407142857142857,2016-01-01
Republican,0.05499915457063603,0.0456796917996697,0.0636315228966986,2016-01-01
Democrat,0.036561603179128245,0.0274636510500807,0.044468546637744,2016-02-01
Republican,0.06664857297531675,0.0597574421168688,0.073270013568521,2016-02-01
Democrat,0.039476373258830064,0.0329432162982228,0.0468085106382978,2016-03-01
Republican,0.045813525124574005,0.0396017699115044,0.0509761388286334,2016-03-01
Democrat,0.03722151210217099,0.0277536860364267,0.045798319327731,2016-04-01
Republican,0.03395443479998028,0.0291496025054203,0.0402843601895734,2016-04-01
Democrat,0.035618401239465275,0.0288270377733598,0.0434579439252336,2016-05-01
Republican,0.03941971249249151,0.0339195979899497,0.0450010613457864,2016-05-01
Democrat,0.04179767463957805,0.0344332855093256,0.0491687301025822,2016-06-01
Republican,0.03379374427375281,0.028145347616047,0.0395631568102204,2016-06-01
Democrat,0.04810439574687129,0.0411686586985391,0.055385660890248,2016-07-01
Republican,0.03650682013696708,0.0313846153846153,0.0417600325931961,2016-07-01
Democrat,0.032558235824468026,0.026508226691042,0.0391978122151321,2016-08-01
Republican,0.03717701008686441,0.0317205380445693,0.0414708886618999,2016-08-01
Democrat,0.04393978883533881,0.0365853658536585,0.051249199231262,2016-09-01
Republican,0.04242878731900797,0.0372458568255595,0.0484249329758713,2016-09-01
Democrat,0.058539230189065046,0.0533586132177681,0.0646097046413502,2016-10-01
Republican,0.05642342885210388,0.0512820512820512,0.061074319352465,2016-10-01
Democrat,0.04830221664595603,0.0410870268521514,0.0568551007147498,2016-11-01
Republican,0.055117387611589706,0.0492222458981461,0.0614682884448305,2016-11-01
Democrat,0.040280346546467685,0.031578947368421,0.0497949619214997,2016-12-01
Republican,0.038111330962648675,0.0309477756286266,0.0452318130418394,2016-12-01
Democrat,0.04839684395392113,0.0422721268163804,0.0581594252480328,2017-01-01
Fake,0.21586507936507937,0.0,0.75,2017-01-01
Independent,0.06931962666010423,0.0273972602739726,0.1222222222222222,2017-01-01
Republican,0.048923811879529946,0.0408712677435144,0.0559440559440559,2017-01-01
Democrat,0.05031454047576139,0.0420686993438826,0.0606411741985322,2017-02-01
Fake,0.1773976276907374,0.0816326530612244,0.3076923076923077,2017-02-01
Independent,0.08392791692571724,0.0204081632653061,0.1666666666666666,2017-02-01
Republican,0.03909017708590785,0.0334269662921348,0.0468533407263654,2017-02-01
Democrat,0.04808136928382388,0.0408560311284046,0.0556356298645142,2017-03-01
Fake,0.29869594416063455,0.12,0.5142857142857142,2017-03-01
Independent,0.015166700609619483,0.0,0.0512820512820512,2017-03-01
Republican,0.039756806522466055,0.0348279457768508,0.0459262530359902,2017-03-01
Democrat,0.04083761680711211,0.0341423282599753,0.050365556458164,2017-04-01
Fake,0.0648584126792129,0.0,0.25,2017-04-01
Independent,0.10452373417512599,0.0277777777777777,0.1935483870967742,2017-04-01
Republican,0.043247484811661484,0.037184926378837,0.0495363591996095,2017-04-01
Democrat,0.050136830221443156,0.0425657700266036,0.0571860816944024,2017-05-01
Fake,0.11428629442507997,0.0,0.25,2017-05-01
Independent,0.030412986197556217,0.0,0.0714285714285714,2017-05-01
Republican,0.04117789809317026,0.0348754448398576,0.0478480403943255,2017-05-01
Democrat,0.04109688724124279,0.035,0.0470656595002905,2017-06-01
Fake,0.15408174548043857,0.0512820512820512,0.28,2017-06-01
Independent,0.02881692784762581,0.0,0.0930232558139534,2017-06-01
Republican,0.03755574900305138,0.0322513089005235,0.0438522870331514,2017-06-01
Democrat,0.05453513126714322,0.0479528883903533,0.0622524052065648,2017-07-01
Fake,0.1952032339177295,0.109090909090909,0.3108108108108108,2017-07-01
Independent,0.0,0.0,0.0,2017-07-01
Republican,0.03728287855563214,0.0315614617940199,0.0430057803468208,2017-07-01
Democrat,0.05059966823237842,0.0431994600067499,0.0602158022972502,2017-08-01
Fake,0.13767089107138464,0.0847457627118644,0.1970802919708029,2017-08-01
Independent,0.0,0.0,0.0,2017-08-01
Republican,0.0371503344027001,0.0319375443577005,0.0441552405298628,2017-08-01
Democrat,0.04407185044188655,0.0388974755280783,0.0495276997702323,2017-09-01
Fake,0.12685259303967328,0.0634920634920634,0.2121212121212121,2017-09-01
Independent,0.04326834615212405,0.0109890109890109,0.0779220779220779,2017-09-01
Republican,0.04241727327102663,0.0369211514392991,0.0477605603905752,2017-09-01
Democrat,0.043481400632846945,0.0372104484967964,0.0499016715830875,2017-10-01
Fake,0.08420744740650779,0.0505050505050505,0.1340782122905028,2017-10-01
Independent,0.07564378846171348,0.027027027027027,0.1527777777777778,2017-10-01
Republican,0.04131798929523296,0.0361471401233255,0.0477016478751084,2017-10-01
Democrat,0.06228819995679463,0.0544857768052516,0.0685880250223413,2017-11-01
Fake,0.09531958066064876,0.0701026669813547,0.1262626262626262,2017-11-01
Independent,0.07678606059790162,0.0273972602739726,0.136986301369863,2017-11-01
Republican,0.04801731232761025,0.0419089633045919,0.0543563579277865,2017-11-01
Democrat,0.0768600888239753,0.0689346463742166,0.0854260089686098,2017-12-01
Fake,0.18020553504367132,0.0454545454545454,0.3333333333333333,2017-12-01
Independent,0.1386905007634511,0.0416666666666666,0.2444444444444444,2017-12-01
Republican,0.0526489309721048,0.0455303933253873,0.0593892762683337,2017-12-01
Democrat,0.07346421261899945,0.0654952076677316,0.0790960451977401,2018-01-01
Fake,0.09412963897925856,0.0,0.217391304347826,2018-01-01
Independent,0.10820474890910525,0.0410958904109589,0.1739130434782608,2018-01-01
Republican,0.06145745539396168,0.0558002936857562,0.0675931775110549,2018-01-01
Democrat,0.07147625208206768,0.0657894736842105,0.077565270188221,2018-02-01
Fake,0.1637809163059163,0.0,0.6,2018-02-01
Independent,0.17456657841116097,0.0967741935483871,0.2580645161290322,2018-02-01
Republican,0.05827067097600214,0.0515121951219512,0.0646432794639337,2018-02-01
Democrat,0.07477407416652056,0.0689894503053858,0.0805119735755574,2018-03-01
Fake,0.0,0.0,0.0,2018-03-01
Independent,0.03445778703927504,0.0,0.075268817204301,2018-03-01
Republican,0.059140392996987166,0.0536056158264199,0.0644334027889084,2018-03-01
Democrat,0.08260943619238773,0.0762312633832976,0.0891461649782923,2018-04-01
Fake,0.19554683050344307,0.0476190476190476,0.4375,2018-04-01
Independent,0.03718959675877477,0.0,0.075,2018-04-01
Republican,0.07107627621422258,0.0648648648648648,0.0773031558814153,2018-04-01
Democrat,0.07513513531850902,0.0689567430025445,0.0811601577407454,2018-05-01
Fake,0.0,0.0,0.0,2018-05-01
Independent,0.10405287388156678,0.0531914893617021,0.1627906976744186,2018-05-01
Republican,0.061559046494054435,0.0557248585111014,0.0689502436143511,2018-05-01
Democrat,0.07519692445012753,0.0701830390988844,0.0810441006209872,2018-06-01
Fake,0.2438870634514227,0.0625,0.4285714285714285,2018-06-01
Independent,0.07344613574542197,0.0121951219512195,0.15625,2018-06-01
Republican,0.06513593742957492,0.0593184686579722,0.0699320498301245,2018-06-01
Democrat,0.09036176699313266,0.0837450295216291,0.0974188176519567,2018-07-01
Fake,0.13035587342281363,0.027027027027027,0.2647058823529412,2018-07-01
Independent,0.09009717906570709,0.0273972602739726,0.1685393258426966,2018-07-01
Republican,0.07414277184779669,0.0678890741021366,0.0800744878957169,2018-07-01
Democrat,0.08797770221970432,0.0829436651079937,0.0933092632291549,2018-08-01
Fake,0.2241444570908967,0.0,0.5,2018-08-01
Independent,0.08445945623035055,0.0303030303030303,0.1525423728813559,2018-08-01
Republican,0.07279782159599014,0.0674549037441261,0.0772844370359145,2018-08-01
Democrat,0.1021753512466756,0.0957141337870892,0.1080635182511858,2018-09-01
Fake,0.33446594448839473,0.2,0.4864864864864865,2018-09-01
Independent,0.08161928961552484,0.0129870129870129,0.1636363636363636,2018-09-01
Republican,0.07564155573428658,0.0699768458965783,0.0812354009862444,2018-09-01
Democrat,0.09676457845849336,0.0926565874730021,0.1011509042819358,2018-10-01
Fake,0.3669191356344607,0.1333333333333333,0.5882352941176471,2018-10-01
Independent,0.08417895362294346,0.0297029702970297,0.1428571428571428,2018-10-01
Republican,0.07828275894730619,0.0719497137725895,0.0844458916748073,2018-10-01
Democrat,0.09334317764984051,0.0868043797268314,0.0995398945124004,2018-11-01
Fake,0.0,0.0,0.0,2018-11-01
Independent,0.19023129497888305,0.1,0.2835820895522388,2018-11-01
Republican,0.0846621438138907,0.0776353276353276,0.0915443745632424,2018-11-01
Democrat,0.07809518123692655,0.0684551341350601,0.0855645010297697,2018-12-01
Fake,0.21320426487093153,0.0,0.6666666666666666,2018-12-01
Independent,0.09588938566538506,0.0307692307692307,0.1780821917808219,2018-12-01
Republican,0.06287204078452797,0.0561902541384938,0.0685595567867036,2018-12-01
Democrat,0.08126682420429016,0.0753644164168303,0.0861979973159905,2019-01-01
Fake,0.2951906581584162,0.0,0.5454545454545454,2019-01-01
Independent,0.0768701263622053,0.0446428571428571,0.1076923076923077,2019-01-01
Republican,0.07074604690674814,0.065581051073279,0.0773143438453713,2019-01-01
Democrat,0.07819286021930721,0.0729122954259336,0.0830911634915509,2019-02-01
Fake,0.0,0.0,0.0,2019-02-01
Independent,0.10356310587056342,0.0641025641025641,0.1412213740458015,2019-02-01
Republican,0.07083518621102754,0.0661877886095433,0.0770664182084387,2019-02-01
Democrat,0.07283102723702074,0.0682568807339449,0.0770829568046267,2019-03-01
Fake,0.15827516975114633,0.0833333333333333,0.2352941176470588,2019-03-01
Independent,0.10754164115186494,0.0765306122448979,0.1489361702127659,2019-03-01
Republican,0.07236932777634549,0.0684223184223184,0.0771704180064308,2019-03-01
Democrat,0.07904978152085146,0.0731311975591151,0.0852130325814536,2019-04-01
Fake,0.12498661255869681,0.0,0.2777777777777778,2019-04-01
Independent,0.11027690923626883,0.0694444444444444,0.1646341463414634,2019-04-01
Republican,0.06628352848876214,0.0615523001799023,0.0717500661900979,2019-04-01
Democrat,0.07862765113516111,0.0739430959652789,0.0839941738145331,2019-05-01
Fake,0.21869465907611382,0.1071428571428571,0.3720930232558139,2019-05-01
Independent,0.08980783455274165,0.0630252100840336,0.1206896551724138,2019-05-01
Republican,0.06596988966656799,0.0605307735742518,0.0717092337917485,2019-05-01
Democrat,0.07366045971601512,0.0697074010327022,0.0778414892781399,2019-06-01
Fake,0.031050015708754198,0.0,0.0952380952380952,2019-06-01
Independent,0.11003568749803022,0.0707070707070707,0.1489361702127659,2019-06-01
Republican,0.06370784378822082,0.0579141670512228,0.068486646884273,2019-06-01
Democrat,0.078386469604222,0.0742738589211618,0.0837071451457866,2019-07-01
Fake,0.4022962746510838,0.1851851851851851,0.6060606060606061,2019-07-01
Independent,0.07672397431580587,0.0446927374301676,0.1183431952662721,2019-07-01
Republican,0.06978636551714076,0.0642917116468753,0.074596533173939,2019-07-01
Democrat,0.07787412966316079,0.0735669952537422,0.0828096118299445,2019-08-01
Fake,0.43320968802439386,0.1111111111111111,0.8181818181818182,2019-08-01
Independent,0.08961342154577114,0.0451127819548872,0.1489361702127659,2019-08-01
Republican,0.06700048908261762,0.0605174682064025,0.0724573125463994,2019-08-01
Democrat,0.06974074215298767,0.0648042134188229,0.075085857009054,2019-09-01
Fake,0.1714010624136785,0.0,0.4615384615384615,2019-09-01
Independent,0.08900737529785684,0.0419580419580419,0.1298701298701298,2019-09-01
Republican,0.07394367527673283,0.0698405569279137,0.0782129191987395,2019-09-01
Democrat,0.07860520782431761,0.0736466638690725,0.0834815929930204,2019-10-01
Fake,0.23737982954867626,0.0,0.5,2019-10-01
Independent,0.11262695154181737,0.0757575757575757,0.1581920903954802,2019-10-01
Republican,0.07527957023328878,0.0706898282960136,0.0813666436259504,2019-10-01
Democrat,0.08031887197175575,0.0759259259259259,0.0838913827360365,2019-11-01
Fake,0.11392605887404647,0.0,0.4,2019-11-01
Independent,0.11675716711344324,0.075,0.160377358490566,2019-11-01
Republican,0.08093624009245606,0.0756854747337412,0.0865449628127112,2019-11-01
Democrat,0.06992091287817138,0.066101951293299,0.0732853353543008,2019-12-01
Fake,0.1606886169386169,0.0,0.5,2019-12-01
Independent,0.16624215505740603,0.1242603550295858,0.2193548387096774,2019-12-01
Republican,0.07496241291702396,0.0687053616336384,0.0812386889201689,2019-12-01
Democrat,0.07133311000784567,0.0674198925726986,0.0749544111173992,2020-01-01
Fake,0.0,0.0,0.0,2020-01-01
Independent,0.07854879292389329,0.0396039603960396,0.1333333333333333,2020-01-01
Libertarian,0.1636469202728675,0.0714285714285714,0.2619047619047619,2020-01-01
Republican,0.07526451780949436,0.0706848387369846,0.0795454545454545,2020-01-01
Democrat,0.07696399934601778,0.0726742555935625,0.0808333807707633,2020-02-01
Fake,0.16788012265512264,0.0,0.5,2020-02-01
Independent,0.14956338855524948,0.107871720116618,0.1896551724137931,2020-02-01
Libertarian,0.1584544032693649,0.0864197530864197,0.25,2020-02-01
Republican,0.07564903184301323,0.0702636916835699,0.0796923580428735,2020-02-01
Democrat,0.08544027653232701,0.082228855721393,0.0894749615726882,2020-03-01
Fake,0.3199506216006216,0.0,0.75,2020-03-01
Independent,0.1114880714087019,0.0910623946037099,0.1370967741935483,2020-03-01
Libertarian,0.1349523823935835,0.0827586206896551,0.189873417721519,2020-03-01
Republican,0.07750265792196938,0.0721453922408518,0.0825973076688798,2020-03-01
Democrat,0.0827513823768177,0.0782982484332315,0.0866833158785144,2020-04-01
Independent,0.12354186068522127,0.0903225806451612,0.1671641791044776,2020-04-01
Libertarian,0.11124715801281408,0.0526315789473684,0.1679389312977099,2020-04-01
Republican,0.07196665779636179,0.0683237571821134,0.076171875,2020-04-01
Democrat,0.08168516987427413,0.078284293410692,0.0848350545636994,2020-05-01
Independent,0.09394825351952665,0.0654761904761904,0.1266233766233766,2020-05-01
Libertarian,0.17657209189990153,0.1290322580645161,0.233695652173913,2020-05-01
Republican,0.07993643221258773,0.0759266384506861,0.0851796504450653,2020-05-01
Democrat,0.07677016268352603,0.073299824841977,0.0799160785809651,2020-06-01
Independent,0.09171602127128363,0.0584415584415584,0.119047619047619,2020-06-01
Libertarian,0.10403889889043999,0.0434782608695652,0.1683168316831683,2020-06-01
Republican,0.0887289258449814,0.0843480843480843,0.0937175107678598,2020-06-01
Democrat,0.08031526454607685,0.0770236370702752,0.0833186417968336,2020-07-01
Fake,0.3659465490136417,0.0,1.0,2020-07-01
Independent,0.13770660479485178,0.1013698630136986,0.1729106628242075,2020-07-01
Libertarian,0.11041862734141708,0.0,0.2608695652173913,2020-07-01
Republican,0.07806940993251378,0.0738534414698916,0.0822702232531168,2020-07-01
Democrat,0.08209301080480307,0.0785807960869102,0.0858215563347855,2020-08-01
Independent,0.11739517207365437,0.0936708860759493,0.1512195121951219,2020-08-01
Libertarian,0.2211544000114487,0.1212121212121212,0.3230769230769231,2020-08-01
Republican,0.07597571720476883,0.0713832710873088,0.0802563745297478,2020-08-01
Democrat,0.09645456355464058,0.0924265415919437,0.0997919556171983,2020-09-01
Fake,0.3948435786435786,0.0,1.0,2020-09-01
Independent,0.09705773893175651,0.0649350649350649,0.1328671328671328,2020-09-01
Libertarian,0.20531664081289483,0.1,0.3125,2020-09-01
Republican,0.08136045363471096,0.0763074632421366,0.0857710701198683,2020-09-01
Democrat,0.09527506276155294,0.0921628092577813,0.099066670913898,2020-10-01
Fake,0.08191023607455494,0.0,0.2727272727272727,2020-10-01
Independent,0.11214564316337504,0.0743034055727554,0.1453488372093023,2020-10-01
Libertarian,0.26499095507781134,0.1641791044776119,0.388235294117647,2020-10-01
Republican,0.0868988482282008,0.082837528604119,0.0907435853672412,2020-10-01
Democrat,0.09499916412046319,0.0918272294945335,0.0984724757421462,2020-11-01
Fake,0.08441088554566312,0.0238095238095238,0.1643835616438356,2020-11-01
Independent,0.10226893048906045,0.0630252100840336,0.1423076923076923,2020-11-01
Libertarian,0.19787676184712769,0.1452513966480447,0.2561576354679803,2020-11-01
Republican,0.09555969447012744,0.0902991333519709,0.1018205705705705,2020-11-01
Democrat,0.08388693582433183,0.0801926023199824,0.0884481255448997,2020-12-01
Fake,0.07635850148164831,0.0,0.2,2020-12-01
Independent,0.15082635967644284,0.1147540983606557,0.1957831325301204,2020-12-01
Libertarian,0.2481784164564575,0.1839080459770115,0.2992700729927007,2020-12-01
Republican,0.07722442079171397,0.071630779788968,0.082281718963165,2020-12-01
Democrat,0.083571139044755,0.0804063425422648,0.0876309957555497,2021-01-01
Fake,0.13503631811509045,0.0333333333333333,0.2666666666666666,2021-01-01
Independent,0.20483137762536827,0.1689189189189189,0.2379679144385026,2021-01-01
Libertarian,0.2339377676481919,0.1830985915492957,0.2777777777777778,2021-01-01
Republican,0.08868084626023622,0.0834264112037116,0.0951652646783923,2021-01-01
Democrat,0.07669426152660078,0.0734040842579192,0.0797710534742235,2021-02-01
Fake,0.0,0.0,0.0,2021-02-01
Independent,0.22157049845824725,0.1802469135802469,0.2578947368421053,2021-02-01
Libertarian,0.18670587189462773,0.0689655172413793,0.3103448275862069,2021-02-01
Republican,0.08229600754967477,0.0776313819434047,0.0869241091397047,2021-02-01
Democrat,0.06562327085788941,0.0626648160999306,0.0680354967809291,2021-03-01
Independent,0.14963429097933237,0.1144278606965174,0.1924882629107981,2021-03-01
Libertarian,0.2370908037653427,0.0909090909090909,0.3928571428571428,2021-03-01
Republican,0.079239536268887,0.0750583587717723,0.0833685992382564,2021-03-01
Democrat,0.06953146725714046,0.0670738869963585,0.0723824269401974,2021-04-01
Fake,0.0,0.0,0.0,2021-04-01
Independent,0.16296120202697828,0.1231343283582089,0.2096774193548387,2021-04-01
Libertarian,0.10096187391496975,0.0,0.2692307692307692,2021-04-01
Republican,0.08348389212400041,0.0789234169808867,0.0886522462562396,2021-04-01
Democrat,0.0789441134112732,0.0758199329627901,0.0818100472964336,2021-05-01
Fake,0.0,0.0,0.0,2021-05-01
Independent,0.16831653190583082,0.1224489795918367,0.2140221402214022,2021-05-01
Libertarian,0.16511526098724494,0.0666666666666666,0.2857142857142857,2021-05-01
Republican,0.07548909658544596,0.071954892035625,0.0791878172588832,2021-05-01
Democrat,0.06891607933079769,0.0664741094227468,0.0719412239351085,2021-06-01
Independent,0.13567428273916293,0.088235294117647,0.1853932584269663,2021-06-01
Libertarian,0.1351660438688041,0.0615384615384615,0.2272727272727272,2021-06-01
Republican,0.08211213491568754,0.0775957710631077,0.0867620751341681,2021-06-01
Democrat,0.06842605790921692,0.0651674885223601,0.0718234430336011,2021-07-01
