party,date,tweet_count
Republican,2019-06-03,211
Democrat,2019-06-04,537
Republican,2019-06-04,407
Democrat,2019-06-05,443
Republican,2019-06-05,300
Democrat,2019-06-06,463
Republican,2019-06-06,448
Democrat,2019-06-07,392
Republican,2019-06-07,232
Democrat,2019-06-08,165
Republican,2019-06-08,106
Democrat,2019-06-09,115
Republican,2019-06-09,72
Democrat,2019-06-10,278
Republican,2019-06-10,268
Democrat,2019-06-11,437
Republican,2019-06-11,354
Democrat,2019-06-12,578
Republican,2019-06-12,421
Democrat,2019-06-13,432
Republican,2019-06-13,330
Democrat,2019-06-14,387
Republican,2019-06-14,430
Democrat,2019-06-15,169
Republican,2019-06-15,168
Democrat,2019-06-16,178
Republican,2019-06-16,148
Democrat,2019-06-17,328
Republican,2019-06-17,212
Democrat,2019-06-18,315
Republican,2019-06-18,302
Democrat,2019-06-19,530
Republican,2019-06-19,384
Democrat,2019-06-20,530
Republican,2019-06-20,373
Democrat,2019-06-21,379
Republican,2019-06-21,298
Democrat,2019-06-22,170
Republican,2019-06-22,80
Democrat,2019-06-23,131
Republican,2019-06-23,53
Democrat,2019-06-24,301
Republican,2019-06-24,220
Democrat,2019-06-25,481
Republican,2019-06-25,340
Democrat,2019-06-26,532
Republican,2019-06-26,499
Democrat,2019-06-27,545
Republican,2019-06-27,504
Democrat,2019-06-28,515
Republican,2019-06-28,329
Democrat,2019-06-29,163
Republican,2019-06-29,91
Democrat,2019-06-30,140
Republican,2019-06-30,65
Democrat,2019-07-01,215
Republican,2019-07-01,209
Democrat,2019-07-02,342
Republican,2019-07-02,259
Democrat,2019-07-03,320
Republican,2019-07-03,219
Democrat,2019-07-04,284
Republican,2019-07-04,281
Democrat,2019-07-05,116
Republican,2019-07-05,125
Democrat,2019-07-06,91
Republican,2019-07-06,69
Democrat,2019-07-07,182
Republican,2019-07-07,76
Democrat,2019-07-08,251
Republican,2019-07-08,191
Democrat,2019-07-09,466
Republican,2019-07-09,267
Democrat,2019-07-10,442
Republican,2019-07-10,454
Democrat,2019-07-11,390
Republican,2019-07-11,308
Democrat,2019-07-12,489
Republican,2019-07-12,355
Democrat,2019-07-13,208
Republican,2019-07-13,108
Democrat,2019-07-14,221
Republican,2019-07-14,90
Democrat,2019-07-15,353
Republican,2019-07-15,210
Democrat,2019-07-16,434
Republican,2019-07-16,338
Democrat,2019-07-17,506
Republican,2019-07-17,397
Democrat,2019-07-18,492
Republican,2019-07-18,358
Democrat,2019-07-19,318
Republican,2019-07-19,256
Democrat,2019-07-20,185
Republican,2019-07-20,142
Democrat,2019-07-21,102
Republican,2019-07-21,79
Democrat,2019-07-22,270
Republican,2019-07-22,205
Democrat,2019-07-23,417
Republican,2019-07-23,351
Democrat,2019-07-24,516
Republican,2019-07-24,448
Democrat,2019-07-25,522
Republican,2019-07-25,435
Democrat,2019-07-26,342
Republican,2019-07-26,270
Democrat,2019-07-27,177
Republican,2019-07-27,79
Democrat,2019-07-28,116
Republican,2019-07-28,49
Democrat,2019-07-29,284
Republican,2019-07-29,218
Democrat,2019-07-30,328
Republican,2019-07-30,283
Democrat,2019-07-31,403
Republican,2019-07-31,359
Democrat,2019-08-01,373
Republican,2019-08-01,295
Democrat,2019-08-02,290
Republican,2019-08-02,266
Democrat,2019-08-03,185
Republican,2019-08-03,82
Democrat,2019-08-04,303
Republican,2019-08-04,126
Democrat,2019-08-05,311
Republican,2019-08-05,201
Democrat,2019-08-06,397
Republican,2019-08-06,215
Democrat,2019-08-07,394
Republican,2019-08-07,297
Democrat,2019-08-08,352
Republican,2019-08-08,245
Democrat,2019-08-09,277
Republican,2019-08-09,203
Democrat,2019-08-10,135
Republican,2019-08-10,76
Democrat,2019-08-11,155
Republican,2019-08-11,43
Democrat,2019-08-12,288
Republican,2019-08-12,200
Democrat,2019-08-13,289
Republican,2019-08-13,254
Democrat,2019-08-14,371
Republican,2019-08-14,221
Democrat,2019-08-15,386
Republican,2019-08-15,213
Democrat,2019-08-16,266
Republican,2019-08-16,219
Democrat,2019-08-17,133
Republican,2019-08-17,97
Democrat,2019-08-18,110
Republican,2019-08-18,45
Democrat,2019-08-19,257
Republican,2019-08-19,197
Democrat,2019-08-20,284
Republican,2019-08-20,249
Democrat,2019-08-21,354
Republican,2019-08-21,276
Democrat,2019-08-22,342
Republican,2019-08-22,241
Democrat,2019-08-23,272
Republican,2019-08-23,218
Democrat,2019-08-24,156
Republican,2019-08-24,75
Democrat,2019-08-25,116
Republican,2019-08-25,66
Democrat,2019-08-26,300
Republican,2019-08-26,241
Democrat,2019-08-27,334
Republican,2019-08-27,236
Democrat,2019-08-28,331
Republican,2019-08-28,285
Democrat,2019-08-29,283
Republican,2019-08-29,282
Democrat,2019-08-30,280
Republican,2019-08-30,260
Democrat,2019-08-31,118
Republican,2019-08-31,109
Democrat,2019-09-01,131
Republican,2019-09-01,92
Democrat,2019-09-02,265
Republican,2019-09-02,146
Democrat,2019-09-03,271
Republican,2019-09-03,192
Democrat,2019-09-04,347
Republican,2019-09-04,215
Democrat,2019-09-05,366
Republican,2019-09-05,255
Democrat,2019-09-06,279
Republican,2019-09-06,266
Democrat,2019-09-07,164
Republican,2019-09-07,77
Democrat,2019-09-08,115
Republican,2019-09-08,67
Democrat,2019-09-09,271
Republican,2019-09-09,287
Democrat,2019-09-10,535
Republican,2019-09-10,532
Democrat,2019-09-11,565
Republican,2019-09-11,536
Democrat,2019-09-12,460
Republican,2019-09-12,429
Democrat,2019-09-13,365
Republican,2019-09-13,311
Democrat,2019-09-14,164
Republican,2019-09-14,105
Democrat,2019-09-15,133
Republican,2019-09-15,75
Democrat,2019-09-16,317
Republican,2019-09-16,237
Democrat,2019-09-17,500
Republican,2019-09-17,436
Democrat,2019-09-18,525
Republican,2019-09-18,428
Democrat,2019-09-19,457
Republican,2019-09-19,391
Democrat,2019-09-20,462
Republican,2019-09-20,364
Democrat,2019-09-21,196
Republican,2019-09-21,107
Democrat,2019-09-22,114
Republican,2019-09-22,82
Democrat,2019-09-23,288
Republican,2019-09-23,214
Democrat,2019-09-24,549
Republican,2019-09-24,407
Democrat,2019-09-25,531
Republican,2019-09-25,448
Democrat,2019-09-26,481
Republican,2019-09-26,419
Democrat,2019-09-27,421
Republican,2019-09-27,321
Democrat,2019-09-28,175
Republican,2019-09-28,96
Democrat,2019-09-29,203
Republican,2019-09-29,115
Democrat,2019-09-30,323
Republican,2019-09-30,290
Democrat,2019-10-01,322
Republican,2019-10-01,308
Democrat,2019-10-02,380
Republican,2019-10-02,328
Democrat,2019-10-03,330
Republican,2019-10-03,311
Democrat,2019-10-04,383
Republican,2019-10-04,350
Democrat,2019-10-05,158
Republican,2019-10-05,95
Democrat,2019-10-06,148
Republican,2019-10-06,80
Democrat,2019-10-07,300
Republican,2019-10-07,286
Democrat,2019-10-08,506
Republican,2019-10-08,398
Democrat,2019-10-09,356
Republican,2019-10-09,372
Democrat,2019-10-10,395
Republican,2019-10-10,304
Democrat,2019-10-11,369
Republican,2019-10-11,283
Democrat,2019-10-12,176
Republican,2019-10-12,135
Democrat,2019-10-13,148
Republican,2019-10-13,129
Democrat,2019-10-14,190
Republican,2019-10-14,92
Democrat,2019-10-15,375
Republican,2019-10-15,254
Democrat,2019-10-16,503
Republican,2019-10-16,437
Democrat,2019-10-17,700
Republican,2019-10-17,410
Democrat,2019-10-18,410
Republican,2019-10-18,309
Democrat,2019-10-19,131
Republican,2019-10-19,119
Democrat,2019-10-20,132
Republican,2019-10-20,72
Democrat,2019-10-21,337
Republican,2019-10-21,293
Democrat,2019-10-22,502
Republican,2019-10-22,354
Democrat,2019-10-23,589
Republican,2019-10-23,443
Democrat,2019-10-24,421
Republican,2019-10-24,354
Democrat,2019-10-25,409
Republican,2019-10-25,336
Democrat,2019-10-26,185
Republican,2019-10-26,141
Democrat,2019-10-27,235
Republican,2019-10-27,258
Democrat,2019-10-28,382
Republican,2019-10-28,324
Democrat,2019-10-29,556
Republican,2019-10-29,377
Democrat,2019-10-30,493
Republican,2019-10-30,420
Democrat,2019-10-31,536
Republican,2019-10-31,539
Democrat,2019-11-01,415
Republican,2019-11-01,330
Democrat,2019-11-02,212
Republican,2019-11-02,106
Democrat,2019-11-03,166
Republican,2019-11-03,87
Democrat,2019-11-04,396
Republican,2019-11-04,253
Democrat,2019-11-05,532
Republican,2019-11-05,305
Democrat,2019-11-06,549
Republican,2019-11-06,337
Democrat,2019-11-07,408
Republican,2019-11-07,307
Democrat,2019-11-08,363
Republican,2019-11-08,274
Democrat,2019-11-09,231
Republican,2019-11-09,129
Democrat,2019-11-10,149
Republican,2019-11-10,153
Democrat,2019-11-11,377
Republican,2019-11-11,378
Democrat,2019-11-12,462
Republican,2019-11-12,281
Democrat,2019-11-13,587
Republican,2019-11-13,578
Democrat,2019-11-14,633
Republican,2019-11-14,391
Democrat,2019-11-15,541
Republican,2019-11-15,344
Democrat,2019-11-16,190
Republican,2019-11-16,116
Democrat,2019-11-17,136
Republican,2019-11-17,93
Democrat,2019-11-18,378
Republican,2019-11-18,257
Democrat,2019-11-19,490
Republican,2019-11-19,528
Democrat,2019-11-20,679
Republican,2019-11-20,488
Democrat,2019-11-21,619
Republican,2019-11-21,467
Democrat,2019-11-22,349
Republican,2019-11-22,274
Democrat,2019-11-23,149
Republican,2019-11-23,113
Democrat,2019-11-24,121
Republican,2019-11-24,68
Democrat,2019-11-25,364
Republican,2019-11-25,224
Democrat,2019-11-26,384
Republican,2019-11-26,253
Democrat,2019-11-27,265
Republican,2019-11-27,199
Democrat,2019-11-28,280
Republican,2019-11-28,278
Democrat,2019-11-29,117
Republican,2019-11-29,90
Democrat,2019-11-30,132
Republican,2019-11-30,153
Democrat,2019-12-01,102
Republican,2019-12-01,57
Democrat,2019-12-02,329
Republican,2019-12-02,210
Democrat,2019-12-03,416
Republican,2019-12-03,346
Democrat,2019-12-04,656
Republican,2019-12-04,557
Democrat,2019-12-05,510
Republican,2019-12-05,442
Democrat,2019-12-06,534
Republican,2019-12-06,398
Democrat,2019-12-07,215
Republican,2019-12-07,228
Democrat,2019-12-08,161
Republican,2019-12-08,111
Democrat,2019-12-09,394
Republican,2019-12-09,389
Democrat,2019-12-10,631
Republican,2019-12-10,550
Democrat,2019-12-11,609
Republican,2019-12-11,460
Democrat,2019-12-12,616
Republican,2019-12-12,558
Democrat,2019-12-13,444
Republican,2019-12-13,348
Democrat,2019-12-14,241
Republican,2019-12-14,138
Democrat,2019-12-15,173
Republican,2019-12-15,96
Democrat,2019-12-16,377
Republican,2019-12-16,264
Democrat,2019-12-17,545
Republican,2019-12-17,444
Democrat,2019-12-18,540
Republican,2019-12-18,492
Democrat,2019-12-19,655
Republican,2019-12-19,740
Democrat,2019-12-20,366
Republican,2019-12-20,295
Democrat,2019-12-21,147
Republican,2019-12-21,130
Democrat,2019-12-22,207
Republican,2019-12-22,136
Democrat,2019-12-23,192
Republican,2019-12-23,213
Democrat,2019-12-24,131
Republican,2019-12-24,115
Democrat,2019-12-25,210
Republican,2019-12-25,208
Democrat,2019-12-26,99
Republican,2019-12-26,51
Democrat,2019-12-27,122
Republican,2019-12-27,88
Democrat,2019-12-28,124
Republican,2019-12-28,69
Democrat,2019-12-29,197
Republican,2019-12-29,79
Democrat,2019-12-30,281
Republican,2019-12-30,149
Democrat,2019-12-31,234
Republican,2019-12-31,170
Democrat,2020-01-01,225
Republican,2020-01-01,183
Democrat,2020-01-02,238
Republican,2020-01-02,137
Democrat,2020-01-03,344
Republican,2020-01-03,404
Democrat,2020-01-04,154
Republican,2020-01-04,118
Democrat,2020-01-05,167
Republican,2020-01-05,69
Democrat,2020-01-06,316
Republican,2020-01-06,212
Democrat,2020-01-07,391
Republican,2020-01-07,290
Democrat,2020-01-08,510
Republican,2020-01-08,515
Democrat,2020-01-09,538
Republican,2020-01-09,580
Democrat,2020-01-10,461
Republican,2020-01-10,382
Democrat,2020-01-11,181
Republican,2020-01-11,189
Democrat,2020-01-12,150
Republican,2020-01-12,104
Democrat,2020-01-13,378
Republican,2020-01-13,279
Democrat,2020-01-14,501
Republican,2020-01-14,425
Democrat,2020-01-15,585
Republican,2020-01-15,598
Democrat,2020-01-16,525
Republican,2020-01-16,485
Democrat,2020-01-17,439
Republican,2020-01-17,254
Democrat,2020-01-18,200
Republican,2020-01-18,103
Democrat,2020-01-19,195
Republican,2020-01-19,127
Democrat,2020-01-20,405
Republican,2020-01-20,260
Democrat,2020-01-21,484
Republican,2020-01-21,268
Democrat,2020-01-22,533
Republican,2020-01-22,371
Democrat,2020-01-23,508
Republican,2020-01-23,397
Democrat,2020-01-24,460
Republican,2020-01-24,454
Democrat,2020-01-25,286
Republican,2020-01-25,206
Democrat,2020-01-26,209
Republican,2020-01-26,100
Democrat,2020-01-27,576
Republican,2020-01-27,341
Democrat,2020-01-28,657
Republican,2020-01-28,491
Democrat,2020-01-29,585
Republican,2020-01-29,555
Democrat,2020-01-30,612
Republican,2020-01-30,429
Democrat,2020-01-31,583
Republican,2020-01-31,377
Democrat,2020-02-01,323
Republican,2020-02-01,163
Democrat,2020-02-02,191
Republican,2020-02-02,92
Democrat,2020-02-03,444
Republican,2020-02-03,294
Democrat,2020-02-04,563
Republican,2020-02-04,487
Democrat,2020-02-05,1294
Republican,2020-02-05,1633
Democrat,2020-02-06,699
Republican,2020-02-06,498
Democrat,2020-02-07,594
Republican,2020-02-07,454
Democrat,2020-02-08,332
Republican,2020-02-08,169
Democrat,2020-02-09,234
Republican,2020-02-09,117
Democrat,2020-02-10,508
Republican,2020-02-10,333
Democrat,2020-02-11,752
Republican,2020-02-11,493
Democrat,2020-02-12,700
Republican,2020-02-12,459
Democrat,2020-02-13,629
Republican,2020-02-13,386
Democrat,2020-02-14,615
Republican,2020-02-14,294
Democrat,2020-02-15,202
Republican,2020-02-15,109
Democrat,2020-02-16,165
Republican,2020-02-16,100
Democrat,2020-02-17,238
Republican,2020-02-17,260
Democrat,2020-02-18,398
Republican,2020-02-18,313
Democrat,2020-02-19,425
Republican,2020-02-19,366
Democrat,2020-02-20,513
Republican,2020-02-20,398
Democrat,2020-02-21,498
Republican,2020-02-21,297
Democrat,2020-02-22,262
Republican,2020-02-22,133
Democrat,2020-02-23,214
Republican,2020-02-23,124
Democrat,2020-02-24,440
Republican,2020-02-24,321
Democrat,2020-02-25,554
Republican,2020-02-25,501
Democrat,2020-02-26,756
Republican,2020-02-26,584
Democrat,2020-02-27,825
Republican,2020-02-27,473
Democrat,2020-02-28,584
Republican,2020-02-28,457
Democrat,2020-02-29,371
Republican,2020-02-29,184
Democrat,2020-03-01,356
Republican,2020-03-01,109
Democrat,2020-03-02,590
Republican,2020-03-02,365
Democrat,2020-03-03,758
Republican,2020-03-03,567
Democrat,2020-03-04,793
Republican,2020-03-04,607
Democrat,2020-03-05,631
Republican,2020-03-05,475
Democrat,2020-03-06,513
Republican,2020-03-06,420
Democrat,2020-03-07,371
Republican,2020-03-07,201
Democrat,2020-03-08,400
Republican,2020-03-08,142
Democrat,2020-03-09,474
Republican,2020-03-09,298
Democrat,2020-03-10,668
Republican,2020-03-10,479
Democrat,2020-03-11,692
Republican,2020-03-11,556
Democrat,2020-03-12,742
Republican,2020-03-12,491
Democrat,2020-03-13,684
Republican,2020-03-13,450
Democrat,2020-03-14,494
Republican,2020-03-14,268
Democrat,2020-03-15,351
Republican,2020-03-15,209
Democrat,2020-03-16,659
Republican,2020-03-16,528
Democrat,2020-03-17,745
Republican,2020-03-17,542
Democrat,2020-03-18,918
Republican,2020-03-18,643
Democrat,2020-03-19,832
Republican,2020-03-19,613
Democrat,2020-03-20,887
Republican,2020-03-20,620
Democrat,2020-03-21,517
Republican,2020-03-21,286
Democrat,2020-03-22,494
Republican,2020-03-22,264
Democrat,2020-03-23,930
Republican,2020-03-23,737
Democrat,2020-03-24,848
Republican,2020-03-24,623
Democrat,2020-03-25,819
Republican,2020-03-25,487
Democrat,2020-03-26,946
Republican,2020-03-26,495
Democrat,2020-03-27,960
Republican,2020-03-27,610
Democrat,2020-03-28,361
Republican,2020-03-28,245
Democrat,2020-03-29,362
Republican,2020-03-29,234
Democrat,2020-03-30,699
Republican,2020-03-30,505
Democrat,2020-03-31,878
Republican,2020-03-31,469
Democrat,2020-04-01,950
Republican,2020-04-01,609
Democrat,2020-04-02,843
Republican,2020-04-02,512
Democrat,2020-04-03,767
Republican,2020-04-03,547
Democrat,2020-04-04,396
Republican,2020-04-04,196
Democrat,2020-04-05,291
Republican,2020-04-05,143
Democrat,2020-04-06,611
Republican,2020-04-06,392
Democrat,2020-04-07,795
Republican,2020-04-07,549
Democrat,2020-04-08,918
Republican,2020-04-08,548
Democrat,2020-04-09,838
Republican,2020-04-09,610
Democrat,2020-04-10,748
Republican,2020-04-10,544
Democrat,2020-04-11,355
Republican,2020-04-11,182
Democrat,2020-04-12,341
Republican,2020-04-12,262
Democrat,2020-04-13,655
Republican,2020-04-13,400
Democrat,2020-04-14,774
Republican,2020-04-14,518
Democrat,2020-04-15,936
Republican,2020-04-15,598
Democrat,2020-04-16,838
Republican,2020-04-16,633
Democrat,2020-04-17,689
Republican,2020-04-17,497
Democrat,2020-04-18,348
Republican,2020-04-18,208
Democrat,2020-04-19,274
Republican,2020-04-19,142
Democrat,2020-04-20,652
Republican,2020-04-20,409
Democrat,2020-04-21,841
Republican,2020-04-21,603
Democrat,2020-04-22,976
Republican,2020-04-22,527
Democrat,2020-04-23,1004
Republican,2020-04-23,572
Democrat,2020-04-24,867
Republican,2020-04-24,504
Democrat,2020-04-25,359
Republican,2020-04-25,150
Democrat,2020-04-26,228
Republican,2020-04-26,127
Democrat,2020-04-27,630
Republican,2020-04-27,450
Democrat,2020-04-28,740
Republican,2020-04-28,452
Democrat,2020-04-29,723
Republican,2020-04-29,456
Democrat,2020-04-30,712
Republican,2020-04-30,441
Democrat,2020-05-01,797
Republican,2020-05-01,464
Democrat,2020-05-02,312
Republican,2020-05-02,170
Democrat,2020-05-03,266
Republican,2020-05-03,102
Democrat,2020-05-04,619
Republican,2020-05-04,422
Democrat,2020-05-05,844
Republican,2020-05-05,595
Democrat,2020-05-06,919
Republican,2020-05-06,568
Democrat,2020-05-07,925
Republican,2020-05-07,614
Democrat,2020-05-08,879
Republican,2020-05-08,526
Democrat,2020-05-09,359
Republican,2020-05-09,210
Democrat,2020-05-10,381
Republican,2020-05-10,257
Democrat,2020-05-11,629
Republican,2020-05-11,357
Democrat,2020-05-12,845
Republican,2020-05-12,568
Democrat,2020-05-13,790
Republican,2020-05-13,617
Democrat,2020-05-14,785
Republican,2020-05-14,573
Democrat,2020-05-15,851
Republican,2020-05-15,542
Democrat,2020-05-16,478
Republican,2020-05-16,356
Democrat,2020-05-17,244
Republican,2020-05-17,133
Democrat,2020-05-18,625
Republican,2020-05-18,413
Democrat,2020-05-19,690
Republican,2020-05-19,460
Democrat,2020-05-20,792
Republican,2020-05-20,499
Democrat,2020-05-21,795
Republican,2020-05-21,521
Democrat,2020-05-22,680
Republican,2020-05-22,465
Democrat,2020-05-23,342
Republican,2020-05-23,158
Democrat,2020-05-24,288
Republican,2020-05-24,147
Democrat,2020-05-25,442
Republican,2020-05-25,344
Democrat,2020-05-26,519
Republican,2020-05-26,350
Democrat,2020-05-27,812
Republican,2020-05-27,521
Democrat,2020-05-28,900
Republican,2020-05-28,601
Democrat,2020-05-29,758
Republican,2020-05-29,468
Democrat,2020-05-30,468
Republican,2020-05-30,235
Democrat,2020-05-31,399
Republican,2020-05-31,152
Democrat,2020-06-01,743
Republican,2020-06-01,347
Democrat,2020-06-02,840
Republican,2020-06-02,335
Democrat,2020-06-03,855
Republican,2020-06-03,409
Democrat,2020-06-04,935
Republican,2020-06-04,442
Democrat,2020-06-05,816
Republican,2020-06-05,499
Democrat,2020-06-06,398
Republican,2020-06-06,298
Democrat,2020-06-07,278
Republican,2020-06-07,119
Democrat,2020-06-08,689
Republican,2020-06-08,339
Democrat,2020-06-09,767
Republican,2020-06-09,373
Democrat,2020-06-10,814
Republican,2020-06-10,393
Democrat,2020-06-11,772
Republican,2020-06-11,400
Democrat,2020-06-12,767
Republican,2020-06-12,339
Democrat,2020-06-13,345
Republican,2020-06-13,132
Democrat,2020-06-14,308
Republican,2020-06-14,314
Democrat,2020-06-15,924
Republican,2020-06-15,301
Democrat,2020-06-16,779
Republican,2020-06-16,412
Democrat,2020-06-17,935
Republican,2020-06-17,549
Democrat,2020-06-18,1101
Republican,2020-06-18,459
Democrat,2020-06-19,917
Republican,2020-06-19,414
Democrat,2020-06-20,497
Republican,2020-06-20,170
Democrat,2020-06-21,448
Republican,2020-06-21,241
Democrat,2020-06-22,605
Republican,2020-06-22,318
Democrat,2020-06-23,854
Republican,2020-06-23,437
Democrat,2020-06-24,775
Republican,2020-06-24,553
Democrat,2020-06-25,908
Republican,2020-06-25,456
Democrat,2020-06-26,1152
Republican,2020-06-26,427
Democrat,2020-06-27,418
Republican,2020-06-27,153
Democrat,2020-06-28,335
Republican,2020-06-28,104
Democrat,2020-06-29,959
Republican,2020-06-29,390
Democrat,2020-06-30,1000
Republican,2020-06-30,475
Democrat,2020-07-01,954
Republican,2020-07-01,527
Democrat,2020-07-02,853
Republican,2020-07-02,502
Democrat,2020-07-03,415
Republican,2020-07-03,231
Democrat,2020-07-04,462
Republican,2020-07-04,337
Democrat,2020-07-05,220
Republican,2020-07-05,85
Democrat,2020-07-06,611
Republican,2020-07-06,287
Democrat,2020-07-07,799
Republican,2020-07-07,329
Democrat,2020-07-08,839
Republican,2020-07-08,375
Democrat,2020-07-09,948
Republican,2020-07-09,408
Democrat,2020-07-10,744
Republican,2020-07-10,386
Democrat,2020-07-11,418
Republican,2020-07-11,157
Democrat,2020-07-12,281
Republican,2020-07-12,109
Democrat,2020-07-13,719
Republican,2020-07-13,319
Democrat,2020-07-14,923
Republican,2020-07-14,394
Democrat,2020-07-15,864
Republican,2020-07-15,385
Democrat,2020-07-16,797
Republican,2020-07-16,395
Democrat,2020-07-17,752
Republican,2020-07-17,351
Democrat,2020-07-18,789
Republican,2020-07-18,274
Democrat,2020-07-19,316
Republican,2020-07-19,95
Democrat,2020-07-20,705
Republican,2020-07-20,383
Democrat,2020-07-21,961
Republican,2020-07-21,474
Democrat,2020-07-22,1068
Republican,2020-07-22,496
Democrat,2020-07-23,1055
Republican,2020-07-23,527
Democrat,2020-07-24,887
Republican,2020-07-24,346
Democrat,2020-07-25,348
Republican,2020-07-25,154
Democrat,2020-07-26,431
Republican,2020-07-26,122
Democrat,2020-07-27,784
Republican,2020-07-27,329
Democrat,2020-07-28,960
Republican,2020-07-28,436
Democrat,2020-07-29,997
Republican,2020-07-29,497
Democrat,2020-07-30,1261
Republican,2020-07-30,497
Democrat,2020-07-31,937
Republican,2020-07-31,400
Democrat,2020-08-01,437
Republican,2020-08-01,146
Democrat,2020-08-02,316
Republican,2020-08-02,135
Democrat,2020-08-03,790
Republican,2020-08-03,325
Democrat,2020-08-04,1022
Republican,2020-08-04,498
Democrat,2020-08-05,851
Republican,2020-08-05,450
Democrat,2020-08-06,985
Republican,2020-08-06,442
Democrat,2020-08-07,732
Republican,2020-08-07,495
Democrat,2020-08-08,415
Republican,2020-08-08,173
Democrat,2020-08-09,357
Republican,2020-08-09,166
Democrat,2020-08-10,734
Republican,2020-08-10,369
Democrat,2020-08-11,894
Republican,2020-08-11,385
Democrat,2020-08-12,838
Republican,2020-08-12,403
Democrat,2020-08-13,967
Republican,2020-08-13,412
Democrat,2020-08-14,1021
Republican,2020-08-14,394
Democrat,2020-08-15,450
Republican,2020-08-15,176
Democrat,2020-08-16,330
Republican,2020-08-16,161
Democrat,2020-08-17,797
Republican,2020-08-17,356
Democrat,2020-08-18,1315
Republican,2020-08-18,513
Democrat,2020-08-19,1078
Republican,2020-08-19,445
Democrat,2020-08-20,1169
Republican,2020-08-20,464
Democrat,2020-08-21,984
Republican,2020-08-21,407
Democrat,2020-08-22,601
Republican,2020-08-22,236
Democrat,2020-08-23,404
Republican,2020-08-23,142
Democrat,2020-08-24,787
Republican,2020-08-24,347
Democrat,2020-08-25,902
Republican,2020-08-25,543
Democrat,2020-08-26,981
Republican,2020-08-26,568
Democrat,2020-08-27,829
Republican,2020-08-27,542
Democrat,2020-08-28,864
Republican,2020-08-28,606
Democrat,2020-08-29,399
Republican,2020-08-29,194
Democrat,2020-08-30,315
Republican,2020-08-30,123
Democrat,2020-08-31,670
Republican,2020-08-31,388
Democrat,2020-09-01,831
Republican,2020-09-01,401
Democrat,2020-09-02,838
Republican,2020-09-02,446
Democrat,2020-09-03,776
Republican,2020-09-03,419
Democrat,2020-09-04,718
Republican,2020-09-04,412
Democrat,2020-09-05,318
Republican,2020-09-05,159
Democrat,2020-09-06,289
Republican,2020-09-06,97
Democrat,2020-09-07,572
Republican,2020-09-07,211
Democrat,2020-09-08,648
Republican,2020-09-08,341
Democrat,2020-09-09,1060
Republican,2020-09-09,492
Democrat,2020-09-10,902
Republican,2020-09-10,589
Democrat,2020-09-11,857
Republican,2020-09-11,574
Democrat,2020-09-12,431
Republican,2020-09-12,215
Democrat,2020-09-13,403
Republican,2020-09-13,190
Democrat,2020-09-14,729
Republican,2020-09-14,456
Democrat,2020-09-15,983
Republican,2020-09-15,601
Democrat,2020-09-16,956
Republican,2020-09-16,541
Democrat,2020-09-17,946
Republican,2020-09-17,628
Democrat,2020-09-18,1106
Republican,2020-09-18,651
Democrat,2020-09-19,679
Republican,2020-09-19,363
Democrat,2020-09-20,334
Republican,2020-09-20,135
Democrat,2020-09-21,675
Republican,2020-09-21,402
Democrat,2020-09-22,1168
Republican,2020-09-22,473
Democrat,2020-09-23,1059
Republican,2020-09-23,611
Democrat,2020-09-24,1149
Republican,2020-09-24,536
Democrat,2020-09-25,883
Republican,2020-09-25,462
Democrat,2020-09-26,613
Republican,2020-09-26,373
Democrat,2020-09-27,699
Republican,2020-09-27,202
Democrat,2020-09-28,795
Republican,2020-09-28,396
Democrat,2020-09-29,919
Republican,2020-09-29,537
Democrat,2020-09-30,1577
Republican,2020-09-30,749
Democrat,2020-10-01,967
Republican,2020-10-01,516
Democrat,2020-10-02,972
Republican,2020-10-02,583
Democrat,2020-10-03,495
Republican,2020-10-03,182
Democrat,2020-10-04,457
Republican,2020-10-04,177
Democrat,2020-10-05,842
Republican,2020-10-05,384
Democrat,2020-10-06,1099
Republican,2020-10-06,449
Democrat,2020-10-07,911
Republican,2020-10-07,490
Democrat,2020-10-08,1374
Republican,2020-10-08,831
Democrat,2020-10-09,869
Republican,2020-10-09,424
Democrat,2020-10-10,522
Republican,2020-10-10,221
Democrat,2020-10-11,494
Republican,2020-10-11,195
Democrat,2020-10-12,714
Republican,2020-10-12,378
Democrat,2020-10-13,972
Republican,2020-10-13,518
Democrat,2020-10-14,1033
Republican,2020-10-14,547
Democrat,2020-10-15,911
Republican,2020-10-15,535
Democrat,2020-10-16,893
Republican,2020-10-16,520
Democrat,2020-10-17,477
Republican,2020-10-17,233
Democrat,2020-10-18,451
Republican,2020-10-18,174
Democrat,2020-10-19,858
Republican,2020-10-19,435
Democrat,2020-10-20,908
Republican,2020-10-20,588
Democrat,2020-10-21,1062
Republican,2020-10-21,628
Democrat,2020-10-22,1028
Republican,2020-10-22,596
Democrat,2020-10-23,1544
Republican,2020-10-23,817
Democrat,2020-10-24,659
Republican,2020-10-24,276
Democrat,2020-10-25,705
Republican,2020-10-25,225
Democrat,2020-10-26,1030
Republican,2020-10-26,536
Democrat,2020-10-27,1229
Republican,2020-10-27,782
Democrat,2020-10-28,1024
Republican,2020-10-28,635
Democrat,2020-10-29,1134
Republican,2020-10-29,641
Democrat,2020-10-30,1049
Republican,2020-10-30,535
Democrat,2020-10-31,816
Republican,2020-10-31,391
Democrat,2020-11-01,675
