party,date,tweet_count
Republican,2013-09-19,129
Democrat,2013-09-20,64
Republican,2013-09-20,122
Democrat,2013-09-21,25
Republican,2013-09-21,26
Democrat,2013-09-22,19
Republican,2013-09-22,26
Democrat,2013-09-23,40
Republican,2013-09-23,67
Democrat,2013-09-24,47
Republican,2013-09-24,92
Democrat,2013-09-25,82
Republican,2013-09-25,111
Democrat,2013-09-26,49
Republican,2013-09-26,104
Democrat,2013-09-27,51
Republican,2013-09-27,112
Democrat,2013-09-28,33
Republican,2013-09-28,34
Democrat,2013-09-29,21
Republican,2013-09-29,39
Democrat,2013-09-30,88
Republican,2013-09-30,75
Democrat,2013-10-01,84
Republican,2013-10-01,115
Democrat,2013-10-02,101
Republican,2013-10-02,91
Democrat,2013-10-03,67
Republican,2013-10-03,88
Democrat,2013-10-04,63
Republican,2013-10-04,63
Democrat,2013-10-05,32
Republican,2013-10-05,36
Democrat,2013-10-06,20
Republican,2013-10-06,17
Democrat,2013-10-07,30
Republican,2013-10-07,58
Democrat,2013-10-08,51
Republican,2013-10-08,75
Democrat,2013-10-09,86
Republican,2013-10-09,90
Democrat,2013-10-10,58
Republican,2013-10-10,64
Democrat,2013-10-11,44
Republican,2013-10-11,64
Democrat,2013-10-12,50
Republican,2013-10-12,34
Democrat,2013-10-13,35
Republican,2013-10-13,20
Democrat,2013-10-14,42
Republican,2013-10-14,58
Democrat,2013-10-15,83
Republican,2013-10-15,59
Democrat,2013-10-16,51
Republican,2013-10-16,76
Democrat,2013-10-17,96
Republican,2013-10-17,94
Democrat,2013-10-18,51
Republican,2013-10-18,49
Democrat,2013-10-19,22
Republican,2013-10-19,31
Democrat,2013-10-20,27
Republican,2013-10-20,10
Democrat,2013-10-21,53
Republican,2013-10-21,68
Democrat,2013-10-22,50
Republican,2013-10-22,77
Democrat,2013-10-23,63
Republican,2013-10-23,110
Democrat,2013-10-24,48
Republican,2013-10-24,86
Democrat,2013-10-25,46
Republican,2013-10-25,79
Democrat,2013-10-26,22
Republican,2013-10-26,38
Democrat,2013-10-27,10
Republican,2013-10-27,19
Democrat,2013-10-28,35
Republican,2013-10-28,76
Democrat,2013-10-29,85
Republican,2013-10-29,131
Democrat,2013-10-30,60
Republican,2013-10-30,111
Democrat,2013-10-31,53
Republican,2013-10-31,90
Democrat,2013-11-01,50
Republican,2013-11-01,73
Democrat,2013-11-02,33
Republican,2013-11-02,28
Democrat,2013-11-03,71
Republican,2013-11-03,8
Democrat,2013-11-04,102
Republican,2013-11-04,76
Democrat,2013-11-05,103
Republican,2013-11-05,118
Democrat,2013-11-06,138
Republican,2013-11-06,114
Democrat,2013-11-07,47
Republican,2013-11-07,142
Democrat,2013-11-08,47
Republican,2013-11-08,82
Democrat,2013-11-09,21
Republican,2013-11-09,25
Democrat,2013-11-10,10
Republican,2013-11-10,36
Democrat,2013-11-11,60
Republican,2013-11-11,112
Democrat,2013-11-12,26
Republican,2013-11-12,80
Democrat,2013-11-13,52
Republican,2013-11-13,124
Democrat,2013-11-14,60
Republican,2013-11-14,144
Democrat,2013-11-15,36
Republican,2013-11-15,145
Democrat,2013-11-16,8
Republican,2013-11-16,33
Democrat,2013-11-17,12
Republican,2013-11-17,14
Democrat,2013-11-18,37
Republican,2013-11-18,74
Democrat,2013-11-19,65
Republican,2013-11-19,116
Democrat,2013-11-20,80
Republican,2013-11-20,94
Democrat,2013-11-21,49
Republican,2013-11-21,111
Democrat,2013-11-22,54
Republican,2013-11-22,96
Democrat,2013-11-23,19
Republican,2013-11-23,21
Democrat,2013-11-24,8
Republican,2013-11-24,20
Democrat,2013-11-25,32
Republican,2013-11-25,68
Democrat,2013-11-26,27
Republican,2013-11-26,55
Democrat,2013-11-27,26
Republican,2013-11-27,50
Democrat,2013-11-28,37
Republican,2013-11-28,72
Democrat,2013-11-29,2
Republican,2013-11-29,26
Democrat,2013-11-30,5
Republican,2013-11-30,36
Democrat,2013-12-01,7
Republican,2013-12-01,15
Democrat,2013-12-02,24
Republican,2013-12-02,57
Democrat,2013-12-03,42
Republican,2013-12-03,67
Democrat,2013-12-04,30
Republican,2013-12-04,93
Democrat,2013-12-05,51
Republican,2013-12-05,105
Democrat,2013-12-06,50
Republican,2013-12-06,94
Democrat,2013-12-07,19
Republican,2013-12-07,43
Democrat,2013-12-08,12
Republican,2013-12-08,13
Democrat,2013-12-09,34
Republican,2013-12-09,86
Democrat,2013-12-10,36
Republican,2013-12-10,76
Democrat,2013-12-11,48
Republican,2013-12-11,93
Democrat,2013-12-12,72
Republican,2013-12-12,113
Democrat,2013-12-13,43
Republican,2013-12-13,70
Democrat,2013-12-14,13
Republican,2013-12-14,25
Democrat,2013-12-15,4
Republican,2013-12-15,5
Democrat,2013-12-16,29
Republican,2013-12-16,57
Democrat,2013-12-17,37
Republican,2013-12-17,89
Democrat,2013-12-18,45
Republican,2013-12-18,79
Democrat,2013-12-19,39
Republican,2013-12-19,99
Democrat,2013-12-20,30
Republican,2013-12-20,78
Democrat,2013-12-21,11
Republican,2013-12-21,14
Democrat,2013-12-22,9
Republican,2013-12-22,13
Democrat,2013-12-23,13
Republican,2013-12-23,55
Democrat,2013-12-24,9
Republican,2013-12-24,33
Democrat,2013-12-25,10
Republican,2013-12-25,42
Democrat,2013-12-26,3
Republican,2013-12-26,14
Democrat,2013-12-27,9
Republican,2013-12-27,28
Democrat,2013-12-28,4
Republican,2013-12-28,27
Democrat,2013-12-29,5
Republican,2013-12-29,8
Democrat,2013-12-30,8
Republican,2013-12-30,31
Democrat,2013-12-31,16
Republican,2013-12-31,80
Democrat,2014-01-01,21
Republican,2014-01-01,43
Democrat,2014-01-02,16
Republican,2014-01-02,44
Democrat,2014-01-03,19
Republican,2014-01-03,45
Democrat,2014-01-04,13
Republican,2014-01-04,20
Democrat,2014-01-05,5
Republican,2014-01-05,22
Democrat,2014-01-06,45
Republican,2014-01-06,63
Democrat,2014-01-07,55
Republican,2014-01-07,82
Democrat,2014-01-08,66
Republican,2014-01-08,98
Democrat,2014-01-09,55
Republican,2014-01-09,100
Democrat,2014-01-10,34
Republican,2014-01-10,90
Democrat,2014-01-11,14
Republican,2014-01-11,45
Democrat,2014-01-12,13
Republican,2014-01-12,29
Democrat,2014-01-13,39
Republican,2014-01-13,75
Democrat,2014-01-14,52
Republican,2014-01-14,112
Democrat,2014-01-15,72
Republican,2014-01-15,127
Democrat,2014-01-16,59
Republican,2014-01-16,85
Democrat,2014-01-17,44
Republican,2014-01-17,76
Democrat,2014-01-18,18
Republican,2014-01-18,30
Democrat,2014-01-19,18
Republican,2014-01-19,28
Democrat,2014-01-20,47
Republican,2014-01-20,76
Democrat,2014-01-21,32
Republican,2014-01-21,90
Democrat,2014-01-22,58
Republican,2014-01-22,119
Democrat,2014-01-23,64
Republican,2014-01-23,102
Democrat,2014-01-24,52
Republican,2014-01-24,77
Democrat,2014-01-25,14
Republican,2014-01-25,28
Democrat,2014-01-26,12
Republican,2014-01-26,22
Democrat,2014-01-27,37
Republican,2014-01-27,88
Democrat,2014-01-28,59
Republican,2014-01-28,170
Democrat,2014-01-29,152
Republican,2014-01-29,333
Democrat,2014-01-30,58
Republican,2014-01-30,88
Democrat,2014-01-31,63
Republican,2014-01-31,88
Democrat,2014-02-01,22
Republican,2014-02-01,44
Democrat,2014-02-02,11
Republican,2014-02-02,23
Democrat,2014-02-03,41
Republican,2014-02-03,77
Democrat,2014-02-04,69
Republican,2014-02-04,159
Democrat,2014-02-05,75
Republican,2014-02-05,170
Democrat,2014-02-06,85
Republican,2014-02-06,144
Democrat,2014-02-07,47
Republican,2014-02-07,97
Democrat,2014-02-08,27
Republican,2014-02-08,42
Democrat,2014-02-09,12
Republican,2014-02-09,31
Democrat,2014-02-10,37
Republican,2014-02-10,95
Democrat,2014-02-11,64
Republican,2014-02-11,123
Democrat,2014-02-12,65
Republican,2014-02-12,135
Democrat,2014-02-13,56
Republican,2014-02-13,85
Democrat,2014-02-14,50
Republican,2014-02-14,103
Democrat,2014-02-15,20
Republican,2014-02-15,32
Democrat,2014-02-16,15
Republican,2014-02-16,26
Democrat,2014-02-17,16
Republican,2014-02-17,78
Democrat,2014-02-18,48
Republican,2014-02-18,96
Democrat,2014-02-19,42
Republican,2014-02-19,102
Democrat,2014-02-20,63
Republican,2014-02-20,89
Democrat,2014-02-21,52
Republican,2014-02-21,99
Democrat,2014-02-22,24
Republican,2014-02-22,46
Democrat,2014-02-23,15
Republican,2014-02-23,35
Democrat,2014-02-24,40
Republican,2014-02-24,97
Democrat,2014-02-25,68
Republican,2014-02-25,155
Democrat,2014-02-26,60
Republican,2014-02-26,165
Democrat,2014-02-27,64
Republican,2014-02-27,123
Democrat,2014-02-28,49
Republican,2014-02-28,112
Democrat,2014-03-01,29
Republican,2014-03-01,65
Democrat,2014-03-02,11
Republican,2014-03-02,23
Democrat,2014-03-03,28
Republican,2014-03-03,70
Democrat,2014-03-04,56
Republican,2014-03-04,138
Democrat,2014-03-05,101
Republican,2014-03-05,152
Democrat,2014-03-06,70
Republican,2014-03-06,118
Democrat,2014-03-07,56
Republican,2014-03-07,86
Democrat,2014-03-08,29
Republican,2014-03-08,49
Democrat,2014-03-09,15
Republican,2014-03-09,29
Democrat,2014-03-10,73
Republican,2014-03-10,87
Democrat,2014-03-11,54
Republican,2014-03-11,136
Democrat,2014-03-12,79
Republican,2014-03-12,169
Democrat,2014-03-13,78
Republican,2014-03-13,155
Democrat,2014-03-14,64
Republican,2014-03-14,107
Democrat,2014-03-15,35
Republican,2014-03-15,64
Democrat,2014-03-16,22
Republican,2014-03-16,30
Democrat,2014-03-17,52
Republican,2014-03-17,110
Democrat,2014-03-18,54
Republican,2014-03-18,95
Democrat,2014-03-19,62
Republican,2014-03-19,120
Democrat,2014-03-20,52
Republican,2014-03-20,124
Democrat,2014-03-21,60
Republican,2014-03-21,123
Democrat,2014-03-22,36
Republican,2014-03-22,52
Democrat,2014-03-23,31
Republican,2014-03-23,47
Democrat,2014-03-24,57
Republican,2014-03-24,115
Democrat,2014-03-25,79
Republican,2014-03-25,174
Democrat,2014-03-26,95
Republican,2014-03-26,144
Democrat,2014-03-27,67
Republican,2014-03-27,146
Democrat,2014-03-28,62
Republican,2014-03-28,115
Democrat,2014-03-29,36
Republican,2014-03-29,59
Democrat,2014-03-30,26
Republican,2014-03-30,35
Democrat,2014-03-31,95
Republican,2014-03-31,135
Democrat,2014-04-01,75
Republican,2014-04-01,130
Democrat,2014-04-02,128
Republican,2014-04-02,173
Democrat,2014-04-03,92
Republican,2014-04-03,173
Democrat,2014-04-04,45
Republican,2014-04-04,115
Democrat,2014-04-05,28
Republican,2014-04-05,84
Democrat,2014-04-06,16
Republican,2014-04-06,25
Democrat,2014-04-07,60
Republican,2014-04-07,98
Democrat,2014-04-08,157
Republican,2014-04-08,131
Democrat,2014-04-09,91
Republican,2014-04-09,157
Democrat,2014-04-10,69
Republican,2014-04-10,119
Democrat,2014-04-11,72
Republican,2014-04-11,144
Democrat,2014-04-12,24
Republican,2014-04-12,66
Democrat,2014-04-13,13
Republican,2014-04-13,41
Democrat,2014-04-14,60
Republican,2014-04-14,98
Democrat,2014-04-15,51
Republican,2014-04-15,160
Democrat,2014-04-16,50
Republican,2014-04-16,107
Democrat,2014-04-17,50
Republican,2014-04-17,104
Democrat,2014-04-18,34
Republican,2014-04-18,88
Democrat,2014-04-19,19
Republican,2014-04-19,41
Democrat,2014-04-20,21
Republican,2014-04-20,64
Democrat,2014-04-21,34
Republican,2014-04-21,129
Democrat,2014-04-22,76
Republican,2014-04-22,137
Democrat,2014-04-23,63
Republican,2014-04-23,144
Democrat,2014-04-24,73
Republican,2014-04-24,148
Democrat,2014-04-25,67
Republican,2014-04-25,117
Democrat,2014-04-26,26
Republican,2014-04-26,57
Democrat,2014-04-27,17
Republican,2014-04-27,52
Democrat,2014-04-28,58
Republican,2014-04-28,130
Democrat,2014-04-29,59
Republican,2014-04-29,147
Democrat,2014-04-30,100
Republican,2014-04-30,180
Democrat,2014-05-01,62
Republican,2014-05-01,155
Democrat,2014-05-02,54
Republican,2014-05-02,132
Democrat,2014-05-03,31
Republican,2014-05-03,44
Democrat,2014-05-04,21
Republican,2014-05-04,26
Democrat,2014-05-05,75
Republican,2014-05-05,151
Democrat,2014-05-06,83
Republican,2014-05-06,179
Democrat,2014-05-07,86
Republican,2014-05-07,161
Democrat,2014-05-08,99
Republican,2014-05-08,179
Democrat,2014-05-09,84
Republican,2014-05-09,136
Democrat,2014-05-10,42
Republican,2014-05-10,51
Democrat,2014-05-11,41
Republican,2014-05-11,65
Democrat,2014-05-12,59
Republican,2014-05-12,117
Democrat,2014-05-13,98
Republican,2014-05-13,141
Democrat,2014-05-14,83
Republican,2014-05-14,153
Democrat,2014-05-15,95
Republican,2014-05-15,142
Democrat,2014-05-16,77
Republican,2014-05-16,109
Democrat,2014-05-17,38
Republican,2014-05-17,59
Democrat,2014-05-18,26
Republican,2014-05-18,25
Democrat,2014-05-19,118
Republican,2014-05-19,125
Democrat,2014-05-20,74
Republican,2014-05-20,299
Democrat,2014-05-21,107
Republican,2014-05-21,178
Democrat,2014-05-22,108
Republican,2014-05-22,173
Democrat,2014-05-23,52
Republican,2014-05-23,115
Democrat,2014-05-24,27
Republican,2014-05-24,40
Democrat,2014-05-25,19
Republican,2014-05-25,35
Democrat,2014-05-26,77
Republican,2014-05-26,151
Democrat,2014-05-27,50
Republican,2014-05-27,108
Democrat,2014-05-28,69
Republican,2014-05-28,115
Democrat,2014-05-29,64
Republican,2014-05-29,144
Democrat,2014-05-30,73
Republican,2014-05-30,160
Democrat,2014-05-31,45
Republican,2014-05-31,57
Democrat,2014-06-01,32
Republican,2014-06-01,29
Democrat,2014-06-02,79
Republican,2014-06-02,132
Democrat,2014-06-03,129
Republican,2014-06-03,165
Democrat,2014-06-04,97
Republican,2014-06-04,135
Democrat,2014-06-05,87
Republican,2014-06-05,142
Democrat,2014-06-06,89
Republican,2014-06-06,188
Democrat,2014-06-07,32
Republican,2014-06-07,51
Democrat,2014-06-08,24
Republican,2014-06-08,25
Democrat,2014-06-09,86
Republican,2014-06-09,113
Democrat,2014-06-10,87
Republican,2014-06-10,167
Democrat,2014-06-11,129
Republican,2014-06-11,144
Democrat,2014-06-12,59
Republican,2014-06-12,163
Democrat,2014-06-13,60
Republican,2014-06-13,103
Democrat,2014-06-14,52
Republican,2014-06-14,88
Democrat,2014-06-15,32
Republican,2014-06-15,57
Democrat,2014-06-16,64
Republican,2014-06-16,96
Democrat,2014-06-17,60
Republican,2014-06-17,147
Democrat,2014-06-18,65
Republican,2014-06-18,192
Democrat,2014-06-19,72
Republican,2014-06-19,185
Democrat,2014-06-20,43
Republican,2014-06-20,150
Democrat,2014-06-21,25
Republican,2014-06-21,68
Democrat,2014-06-22,37
Republican,2014-06-22,55
Democrat,2014-06-23,63
Republican,2014-06-23,124
Democrat,2014-06-24,109
Republican,2014-06-24,196
Democrat,2014-06-25,76
Republican,2014-06-25,180
Democrat,2014-06-26,101
Republican,2014-06-26,188
Democrat,2014-06-27,59
Republican,2014-06-27,121
Democrat,2014-06-28,27
Republican,2014-06-28,65
Democrat,2014-06-29,21
Republican,2014-06-29,32
Democrat,2014-06-30,77
Republican,2014-06-30,132
Democrat,2014-07-01,75
Republican,2014-07-01,135
Democrat,2014-07-02,72
Republican,2014-07-02,106
Democrat,2014-07-03,54
Republican,2014-07-03,122
Democrat,2014-07-04,87
Republican,2014-07-04,182
Democrat,2014-07-05,20
Republican,2014-07-05,58
Democrat,2014-07-06,13
Republican,2014-07-06,35
Democrat,2014-07-07,53
Republican,2014-07-07,102
Democrat,2014-07-08,67
Republican,2014-07-08,130
Democrat,2014-07-09,64
Republican,2014-07-09,179
Democrat,2014-07-10,63
Republican,2014-07-10,170
Democrat,2014-07-11,62
Republican,2014-07-11,166
Democrat,2014-07-12,27
Republican,2014-07-12,79
Democrat,2014-07-13,20
Republican,2014-07-13,47
Democrat,2014-07-14,66
Republican,2014-07-14,150
Democrat,2014-07-15,78
Republican,2014-07-15,224
Democrat,2014-07-16,78
Republican,2014-07-16,208
Democrat,2014-07-17,68
Republican,2014-07-17,151
Democrat,2014-07-18,85
Republican,2014-07-18,154
Democrat,2014-07-19,36
Republican,2014-07-19,85
Democrat,2014-07-20,20
Republican,2014-07-20,65
Democrat,2014-07-21,98
Republican,2014-07-21,127
Democrat,2014-07-22,70
Republican,2014-07-22,179
Democrat,2014-07-23,64
Republican,2014-07-23,162
Democrat,2014-07-24,79
Republican,2014-07-24,188
Democrat,2014-07-25,56
Republican,2014-07-25,138
Democrat,2014-07-26,39
Republican,2014-07-26,84
Democrat,2014-07-27,26
Republican,2014-07-27,43
Democrat,2014-07-28,71
Republican,2014-07-28,129
Democrat,2014-07-29,52
Republican,2014-07-29,165
Democrat,2014-07-30,105
Republican,2014-07-30,214
Democrat,2014-07-31,82
Republican,2014-07-31,156
Democrat,2014-08-01,76
Republican,2014-08-01,194
Democrat,2014-08-02,45
Republican,2014-08-02,83
Democrat,2014-08-03,25
Republican,2014-08-03,34
Democrat,2014-08-04,73
Republican,2014-08-04,108
Democrat,2014-08-05,77
Republican,2014-08-05,135
Democrat,2014-08-06,78
Republican,2014-08-06,165
Democrat,2014-08-07,71
Republican,2014-08-07,153
Democrat,2014-08-08,51
Republican,2014-08-08,145
Democrat,2014-08-09,50
Republican,2014-08-09,82
Democrat,2014-08-10,28
Republican,2014-08-10,52
Democrat,2014-08-11,72
Republican,2014-08-11,121
Democrat,2014-08-12,50
Republican,2014-08-12,143
Democrat,2014-08-13,48
Republican,2014-08-13,134
Democrat,2014-08-14,80
Republican,2014-08-14,116
Democrat,2014-08-15,63
Republican,2014-08-15,122
Democrat,2014-08-16,67
Republican,2014-08-16,85
Democrat,2014-08-17,28
Republican,2014-08-17,30
Democrat,2014-08-18,63
Republican,2014-08-18,125
Democrat,2014-08-19,59
Republican,2014-08-19,139
Democrat,2014-08-20,76
Republican,2014-08-20,130
Democrat,2014-08-21,60
Republican,2014-08-21,123
Democrat,2014-08-22,68
Republican,2014-08-22,114
Democrat,2014-08-23,42
Republican,2014-08-23,57
Democrat,2014-08-24,29
Republican,2014-08-24,41
Democrat,2014-08-25,54
Republican,2014-08-25,119
Democrat,2014-08-26,87
Republican,2014-08-26,133
Democrat,2014-08-27,50
Republican,2014-08-27,127
Democrat,2014-08-28,72
Republican,2014-08-28,165
Democrat,2014-08-29,42
Republican,2014-08-29,100
Democrat,2014-08-30,22
Republican,2014-08-30,45
Democrat,2014-08-31,22
Republican,2014-08-31,26
Democrat,2014-09-01,96
Republican,2014-09-01,59
Democrat,2014-09-02,75
Republican,2014-09-02,80
Democrat,2014-09-03,95
Republican,2014-09-03,123
Democrat,2014-09-04,85
Republican,2014-09-04,127
Democrat,2014-09-05,41
Republican,2014-09-05,129
Democrat,2014-09-06,52
Republican,2014-09-06,138
Democrat,2014-09-07,39
Republican,2014-09-07,60
Democrat,2014-09-08,91
Republican,2014-09-08,121
Democrat,2014-09-09,104
Republican,2014-09-09,192
Democrat,2014-09-10,128
Republican,2014-09-10,180
Democrat,2014-09-11,95
Republican,2014-09-11,248
Democrat,2014-09-12,87
Republican,2014-09-12,149
Democrat,2014-09-13,40
Republican,2014-09-13,80
Democrat,2014-09-14,48
Republican,2014-09-14,49
Democrat,2014-09-15,77
Republican,2014-09-15,113
Democrat,2014-09-16,86
Republican,2014-09-16,181
Democrat,2014-09-17,82
Republican,2014-09-17,282
Democrat,2014-09-18,88
Republican,2014-09-18,200
Democrat,2014-09-19,72
Republican,2014-09-19,156
Democrat,2014-09-20,47
Republican,2014-09-20,128
Democrat,2014-09-21,39
Republican,2014-09-21,52
Democrat,2014-09-22,73
Republican,2014-09-22,129
Democrat,2014-09-23,108
Republican,2014-09-23,169
Democrat,2014-09-24,84
Republican,2014-09-24,171
Democrat,2014-09-25,69
Republican,2014-09-25,174
Democrat,2014-09-26,74
Republican,2014-09-26,149
Democrat,2014-09-27,44
Republican,2014-09-27,125
Democrat,2014-09-28,26
Republican,2014-09-28,39
Democrat,2014-09-29,79
Republican,2014-09-29,134
Democrat,2014-09-30,84
Republican,2014-09-30,124
Democrat,2014-10-01,96
Republican,2014-10-01,228
Democrat,2014-10-02,91
Republican,2014-10-02,149
Democrat,2014-10-03,114
Republican,2014-10-03,155
Democrat,2014-10-04,50
Republican,2014-10-04,100
Democrat,2014-10-05,47
Republican,2014-10-05,67
Democrat,2014-10-06,86
Republican,2014-10-06,159
Democrat,2014-10-07,99
Republican,2014-10-07,236
Democrat,2014-10-08,96
Republican,2014-10-08,319
Democrat,2014-10-09,97
Republican,2014-10-09,194
Democrat,2014-10-10,121
Republican,2014-10-10,205
Democrat,2014-10-11,72
Republican,2014-10-11,107
Democrat,2014-10-12,53
Republican,2014-10-12,61
Democrat,2014-10-13,78
Republican,2014-10-13,120
Democrat,2014-10-14,95
Republican,2014-10-14,203
Democrat,2014-10-15,109
Republican,2014-10-15,175
Democrat,2014-10-16,129
Republican,2014-10-16,349
Democrat,2014-10-17,81
Republican,2014-10-17,201
Democrat,2014-10-18,84
Republican,2014-10-18,96
Democrat,2014-10-19,74
Republican,2014-10-19,60
Democrat,2014-10-20,117
Republican,2014-10-20,213
Democrat,2014-10-21,103
Republican,2014-10-21,246
Democrat,2014-10-22,146
Republican,2014-10-22,268
Democrat,2014-10-23,159
Republican,2014-10-23,206
Democrat,2014-10-24,116
Republican,2014-10-24,221
Democrat,2014-10-25,106
Republican,2014-10-25,202
Democrat,2014-10-26,94
Republican,2014-10-26,84
Democrat,2014-10-27,113
Republican,2014-10-27,198
Democrat,2014-10-28,120
Republican,2014-10-28,236
Democrat,2014-10-29,141
Republican,2014-10-29,212
Democrat,2014-10-30,189
Republican,2014-10-30,249
Democrat,2014-10-31,192
Republican,2014-10-31,242
Democrat,2014-11-01,152
Republican,2014-11-01,194
Democrat,2014-11-02,149
Republican,2014-11-02,143
Democrat,2014-11-03,229
Republican,2014-11-03,260
Democrat,2014-11-04,473
Republican,2014-11-04,471
Democrat,2014-11-05,186
Republican,2014-11-05,282
Democrat,2014-11-06,53
Republican,2014-11-06,77
Democrat,2014-11-07,29
Republican,2014-11-07,61
Democrat,2014-11-08,11
Republican,2014-11-08,16
Democrat,2014-11-09,9
Republican,2014-11-09,11
Democrat,2014-11-10,49
Republican,2014-11-10,74
Democrat,2014-11-11,63
Republican,2014-11-11,136
Democrat,2014-11-12,69
Republican,2014-11-12,71
Democrat,2014-11-13,48
Republican,2014-11-13,112
Democrat,2014-11-14,43
Republican,2014-11-14,106
Democrat,2014-11-15,19
Republican,2014-11-15,18
Democrat,2014-11-16,10
Republican,2014-11-16,14
Democrat,2014-11-17,48
Republican,2014-11-17,50
Democrat,2014-11-18,51
Republican,2014-11-18,110
Democrat,2014-11-19,68
Republican,2014-11-19,96
Democrat,2014-11-20,51
Republican,2014-11-20,118
Democrat,2014-11-21,56
Republican,2014-11-21,125
Democrat,2014-11-22,13
Republican,2014-11-22,17
Democrat,2014-11-23,6
Republican,2014-11-23,17
Democrat,2014-11-24,40
Republican,2014-11-24,62
Democrat,2014-11-25,40
Republican,2014-11-25,35
Democrat,2014-11-26,23
Republican,2014-11-26,24
Democrat,2014-11-27,32
Republican,2014-11-27,68
Democrat,2014-11-28,14
Republican,2014-11-28,20
Democrat,2014-11-29,12
Republican,2014-11-29,23
Democrat,2014-11-30,5
Republican,2014-11-30,10
Democrat,2014-12-01,38
Republican,2014-12-01,52
Democrat,2014-12-02,43
Republican,2014-12-02,73
Democrat,2014-12-03,41
Republican,2014-12-03,110
Democrat,2014-12-04,48
Republican,2014-12-04,87
Democrat,2014-12-05,30
Republican,2014-12-05,72
Democrat,2014-12-06,9
Republican,2014-12-06,66
Democrat,2014-12-07,15
Republican,2014-12-07,59
Democrat,2014-12-08,31
Republican,2014-12-08,58
Democrat,2014-12-09,79
Republican,2014-12-09,101
Democrat,2014-12-10,69
Republican,2014-12-10,82
Democrat,2014-12-11,31
Republican,2014-12-11,63
Democrat,2014-12-12,35
Republican,2014-12-12,92
Democrat,2014-12-13,19
Republican,2014-12-13,28
Democrat,2014-12-14,26
Republican,2014-12-14,21
Democrat,2014-12-15,49
Republican,2014-12-15,44
Democrat,2014-12-16,58
Republican,2014-12-16,74
Democrat,2014-12-17,39
Republican,2014-12-17,90
Democrat,2014-12-18,34
Republican,2014-12-18,92
Democrat,2014-12-19,33
Republican,2014-12-19,45
Democrat,2014-12-20,7
Republican,2014-12-20,20
Democrat,2014-12-21,8
Republican,2014-12-21,13
Democrat,2014-12-22,27
Republican,2014-12-22,33
Democrat,2014-12-23,33
Republican,2014-12-23,42
Democrat,2014-12-24,14
Republican,2014-12-24,50
Democrat,2014-12-25,29
Republican,2014-12-25,57
Democrat,2014-12-26,6
Republican,2014-12-26,23
Democrat,2014-12-27,8
Republican,2014-12-27,15
Democrat,2014-12-28,15
Republican,2014-12-28,13
Democrat,2014-12-29,15
Republican,2014-12-29,23
Democrat,2014-12-30,21
Republican,2014-12-30,31
Democrat,2014-12-31,16
Republican,2014-12-31,28
Democrat,2015-01-01,32
Republican,2015-01-01,41
Democrat,2015-01-02,15
Republican,2015-01-02,26
Democrat,2015-01-03,4
Republican,2015-01-03,23
Democrat,2015-01-04,13
Republican,2015-01-04,21
Democrat,2015-01-05,17
Republican,2015-01-05,53
Democrat,2015-01-06,74
Republican,2015-01-06,135
Democrat,2015-01-07,79
Republican,2015-01-07,110
Democrat,2015-01-08,68
Republican,2015-01-08,99
Democrat,2015-01-09,61
Republican,2015-01-09,139
Democrat,2015-01-10,20
Republican,2015-01-10,47
Democrat,2015-01-11,16
Republican,2015-01-11,20
Democrat,2015-01-12,47
Republican,2015-01-12,78
Democrat,2015-01-13,65
Republican,2015-01-13,94
Democrat,2015-01-14,73
Republican,2015-01-14,124
Democrat,2015-01-15,60
Republican,2015-01-15,73
Democrat,2015-01-16,41
Republican,2015-01-16,74
Democrat,2015-01-17,19
Republican,2015-01-17,29
Democrat,2015-01-18,19
Republican,2015-01-18,20
Democrat,2015-01-19,48
Republican,2015-01-19,63
Democrat,2015-01-20,37
Republican,2015-01-20,120
Democrat,2015-01-21,156
Republican,2015-01-21,337
Democrat,2015-01-22,72
Republican,2015-01-22,122
Democrat,2015-01-23,37
Republican,2015-01-23,69
Democrat,2015-01-24,41
Republican,2015-01-24,24
Democrat,2015-01-25,9
Republican,2015-01-25,12
Democrat,2015-01-26,74
Republican,2015-01-26,73
Democrat,2015-01-27,62
Republican,2015-01-27,103
Democrat,2015-01-28,66
Republican,2015-01-28,98
Democrat,2015-01-29,61
Republican,2015-01-29,112
Democrat,2015-01-30,56
Republican,2015-01-30,103
Democrat,2015-01-31,26
Republican,2015-01-31,31
Democrat,2015-02-01,27
Republican,2015-02-01,19
Democrat,2015-02-02,57
Republican,2015-02-02,77
Democrat,2015-02-03,64
Republican,2015-02-03,174
Democrat,2015-02-04,71
Republican,2015-02-04,146
Democrat,2015-02-05,91
Republican,2015-02-05,100
Democrat,2015-02-06,59
Republican,2015-02-06,136
Democrat,2015-02-07,19
Republican,2015-02-07,37
Democrat,2015-02-08,13
Republican,2015-02-08,26
Democrat,2015-02-09,28
Republican,2015-02-09,79
Democrat,2015-02-10,84
Republican,2015-02-10,102
Democrat,2015-02-11,94
Republican,2015-02-11,178
Democrat,2015-02-12,100
Republican,2015-02-12,129
Democrat,2015-02-13,112
Republican,2015-02-13,86
Democrat,2015-02-14,33
Republican,2015-02-14,31
Democrat,2015-02-15,14
Republican,2015-02-15,17
Democrat,2015-02-16,27
Republican,2015-02-16,49
Democrat,2015-02-17,51
Republican,2015-02-17,74
Democrat,2015-02-18,58
Republican,2015-02-18,91
Democrat,2015-02-19,48
